Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Manganese
Meatball,Meat,0.08,286.0,8.1,0.066,0.0001199999999999,22.0,2.3,3.6e-05,0.0018,0.031,9.2,5.8,0.239,3.3,0.296,14.0,7.6,1.5e-05,0.666,73.0,2.2e-05,0.00014,1e-06,0.00023,0.0031,0.00092,0.0002,0.0,0.0017,0.00028
Pork belly,Meat,0.005,518.0,0.0,0.072,5e-05,53.0,0.0,1e-06,0.00052,0.004,25.0,0.0,0.108,5.7,0.185,9.3,19.0,8e-06,0.032,10.0,3e-06,0.0004,8.4e-07,0.0002399999999999,0.0046,0.00026,0.00013,0.0003,0.001,1e-05
Pork leg,Meat,0.005,245.0,0.0,0.073,7.000000000000001e-05,19.0,0.0,7e-06,0.00085,0.02,8.4,0.0,0.199,2.0,0.315,17.0,6.5,2.9e-05,0.047,7.0,0.0,0.00074,6.3e-07,0.0002,0.0046,0.00069,0.0004,0.0007,0.0019,2e-05
Pork loin,Meat,0.018,198.0,0.0,0.063,6e-05,13.0,0.0,1e-06,0.00079,0.021,5.6,0.0,0.197,1.3,0.356,20.0,4.4,3.3e-05,0.05,7.0,2e-06,0.0009,5.3e-07,0.00025,0.0046,0.0007199999999999,0.00047,0.0006,0.0017,1e-05
Pork,Meat,0.019,242.0,0.0,0.08,7.000000000000001e-05,14.0,0.0,5e-06,0.00087,0.028,6.2,0.0,0.246,1.2,0.423,27.0,5.2,4.5e-05,0.062,7.0,2e-06,0.00088,7e-07,0.00032,0.005,0.0007,0.00046,0.0006,0.0024,1e-05
Pork chop,Meat,0.056,231.0,0.0,0.078,0.00011,14.0,0.0,0.0,0.00087,0.02,4.9,0.0,0.241,1.9,0.315,24.0,4.3,3.6e-05,0.074,15.0,4e-06,0.00049,6.6e-07,0.00031,0.0079,0.0011,0.00049,0.0,0.0032,1e-05
Pork shoulder,Meat,0.015,236.0,0.0,0.071,8e-05,18.0,0.0,5e-06,0.0011,0.018,8.0,0.0,0.182,1.9,0.302,17.0,6.2,2.6e-05,0.065,7.0,2e-06,0.00077,7.4e-07,0.00028,0.0038,0.0007199999999999,0.00035,0.0007,0.0027,1e-05
Pork spare ribs,Meat,0.015,277.0,0.0,0.08,8e-05,23.0,0.0,0.0,0.00091,0.016,8.5,0.0,0.141,4.0,0.242,15.0,7.5,2.2e-05,0.081,0.0,0.0,0.00032,3.8e-07,0.00025,0.0047,0.00063,0.00057,0.0,0.0025,1e-05
Pork jowl,Meat,0.004,655.0,0.0,0.09,4e-05,70.0,0.0,1e-06,0.0004199999999999,0.003,33.0,0.0,0.086,8.1,0.148,6.4,25.0,1.5e-06,0.025,9.0,3e-06,0.00039,8.2e-07,0.0002399999999999,0.0045,0.00025,8.999999999999999e-05,0.0,0.0008399999999999,1e-05
Liver,Meat,0.01,165.0,3.8,0.355,0.00063,4.4,0.0,0.000163,0.018,0.014,0.63,3.8,0.241,1.1,0.15,26.0,1.4,6.8e-05,0.049,17997.0,0.005405,0.00026,1.9e-05,0.0022,0.0084,0.0048,0.00057,0.024,0.0067,0.0003
Ham,Meat,0.008,145.0,1.5,0.053,8e-05,5.5,0.0,3e-06,0.0015,0.014,2.6,1.5,0.196,0.54,0.287,21.0,1.8,2e-05,1.203,0.0,0.0,0.00075,6.5e-07,0.0002,0.004,0.0004,0.0004,0.0,0.0029,5e-05
Pork bacon,Meat,0.01,548.0,1.4,0.107,0.0001799999999999,43.0,0.0,2e-06,0.0015,0.03,19.0,1.4,0.506,4.9,0.539,36.0,14.0,5.9e-05,2.193,37.0,1.1e-05,0.00035,1.2e-06,0.00025,0.011,0.001,0.00031,0.0,0.0034,2e-05
Pork hock,Meat,0.019,171.0,0.0,0.089,8e-05,11.0,0.0,1e-06,0.0011,0.006,5.1,0.0,0.06,1.2,0.047,19.0,3.2,2.6e-05,1.05,76.0,2.3e-05,8e-05,5.1e-07,7.000000000000001e-05,0.0011,0.00034,6e-05,0.0,0.0024,2e-05
Canadian bacon,Meat,0.007,146.0,1.8,0.067,6e-05,2.8,0.0,4e-06,0.00056,0.027,1.3,1.8,0.309,0.49,0.999,28.0,1.0,5e-05,0.993,0.0,0.0,0.00067,4.3e-07,0.00019,0.01,0.0007199999999999,0.00028,0.0,0.0017,2e-05
Short ribs,Meat,0.012,471.0,0.0,0.094,0.0001,42.0,0.0,5e-06,0.0023,0.015,19.0,0.0,0.162,1.5,0.224,22.0,18.0,2.1e-05,0.05,0.0,0.0,5e-05,2.6e-06,0.00015,0.0025,0.00025,0.00022,0.0,0.0049,1e-05
Beef shank,Meat,0.032,201.0,0.0,0.078,0.00017,6.4,0.0,1e-05,0.0039,0.03,2.9,0.0,0.263,0.21,0.447,34.0,2.3,3e-05,0.064,0.0,0.0,0.00014,3.8e-06,0.0002099999999999,0.0059,0.00041,0.00037,0.0,0.01,2e-05
T bone steak,Meat,0.019,217.0,0.0,0.081,8e-05,11.0,0.0,7e-06,0.0036,0.02,5.2,0.0,0.21,0.58,0.28,27.0,4.6,3e-05,0.068,5.0,1e-06,6e-05,1.9e-06,0.00027,0.0063,0.00031,0.00076,0.0,0.0047,0.0
Beef Liver,Meat,0.006,191.0,5.1,0.396,0.014,5.3,0.0,0.000253,0.0065,0.021,1.1,5.1,0.497,1.1,0.352,29.0,2.9,3.6e-05,0.079,31714.0,0.009442,0.00019,7.1e-05,0.0034,0.018,0.0070999999999999,0.001,0.0019,0.0053,0.0003599999999999
Corned beef,Meat,0.008,251.0,0.47,0.098,0.00015,19.0,0.0,6e-06,0.0019,0.012,9.2,0.47,0.125,0.67,0.145,18.0,6.3,3.3e-05,0.973,0.0,0.0,3e-05,1.6e-06,0.00017,0.003,0.0004199999999999,0.00023,0.0,0.0046,2e-05
Pastrami,Meat,0.01,147.0,0.36,0.068,8.999999999999999e-05,5.8,0.0,6e-06,0.0022,0.017,2.1,0.36,0.175,0.15,0.21,22.0,2.7,1.8e-05,1.078,42.0,2e-06,5e-05,1.9e-06,0.00016,0.0043,0.00027,0.00022,0.0003,0.005,3e-05
Pot roast,Meat,0.016,297.0,0.0,0.116,0.0001,19.0,0.0,9e-06,0.0024,0.019,8.2,0.0,0.174,0.71,0.231,29.0,7.5,2.7e-05,0.047,0.0,0.0,6e-05,2.1e-06,0.00017,0.0040999999999999,0.00057,0.00028,0.0,0.0067,1e-05
Beef ribs,Meat,0.01,372.0,0.0,0.085,8.999999999999999e-05,30.0,0.0,7e-06,0.0023,0.02,13.0,0.0,0.172,1.1,0.29,23.0,12.0,2.1e-05,0.064,0.0,0.0,7.000000000000001e-05,2.3e-06,0.00019,0.0036,0.00037,0.00023,0.0,0.0058,1e-05
Beef sirloin,Meat,0.022,177.0,0.0,0.081,8.999999999999999e-05,5.0,0.0,1e-05,0.0019,0.027,2.0,0.0,0.253,0.19,0.41,31.0,1.9,3.9e-05,0.066,0.0,0.0,8.999999999999999e-05,1.5e-06,0.00016,0.009,0.00061,0.00068,0.0,0.0057,1e-05
Porterhouse steak,Meat,0.007,276.0,0.0,0.067,0.00013,19.0,0.0,7e-06,0.0029,0.022,8.7,0.0,0.193,0.69,0.299,24.0,7.3,2e-05,0.065,0.0,0.0,0.0001,2.2e-06,0.00023,0.0042,0.00031,0.00037,0.0,0.0046,2e-05
Ground beef,Meat,0.033,241.0,0.0,0.088,8e-05,15.0,0.0,7e-06,0.0023,0.017,7.3,0.0,0.166,0.41,0.241,24.0,6.1,1.9e-05,0.073,9.0,3e-06,5e-05,2.5e-06,0.00017,0.004,0.00051,0.00031,0.0,0.0058,1e-05
Brisket,Meat,0.016,289.0,0.0,0.106,0.0001,18.0,0.0,9e-06,0.0024,0.019,7.9,0.0,0.175,0.68,0.232,29.0,7.3,2.7e-05,0.048,0.0,0.0,6e-05,2.1e-06,0.00017,0.0040999999999999,0.00057,0.00028,0.0,0.0067,1e-05
Beefsteak,Meat,0.022,250.0,0.0,0.079,7.000000000000001e-05,15.0,0.0,8e-06,0.0016,0.023,6.3,0.0,0.213,0.56,0.34,27.0,6.0,2.9e-05,0.057,0.0,0.0,8e-05,1.4e-06,0.00014,0.007,0.00053,0.0005899999999999,0.0,0.0049,1e-05
Beef tenderloin,Meat,0.009,324.0,0.0,0.085,0.0001199999999999,25.0,0.0,8e-06,0.0031,0.022,10.0,0.0,0.203,1.0,0.331,24.0,9.7,2.3e-05,0.057,0.0,0.0,8.999999999999999e-05,2.5e-06,0.00026,0.003,0.00025,0.00025,0.0,0.004,1e-05
Flank steak,Meat,0.02,192.0,0.0,0.079,8e-05,8.2,0.0,9e-06,0.0017,0.023,3.3,0.0,0.21,0.32,0.339,28.0,3.4,2.9e-05,0.056,0.0,0.0,8e-05,1.6e-06,0.00013,0.0074,0.00055,0.00058,0.0,0.0049,1e-05
Lamb,Meat,0.017,294.0,0.0,0.097,0.0001199999999999,21.0,0.0,1.8e-05,0.0019,0.023,8.8,0.0,0.188,1.5,0.31,25.0,8.8,2.6e-05,0.072,0.0,0.0,0.0001,2.6e-06,0.00025,0.0067,0.00066,0.00013,0.0,0.0045,2e-05
Lamb leg,Meat,0.009,230.0,0.0,0.069,0.00011,17.0,0.0,1.9e-05,0.0017,0.023,7.0,0.0,0.17,1.4,0.249,18.0,7.4,2.1e-05,0.056,0.0,0.0,0.00013,2.5e-06,0.00023,0.0063,0.00069,0.00015,0.0,0.0033,2e-05
Lamb loin,Meat,0.018,309.0,0.0,0.095,0.0001199999999999,24.0,0.0,1.9e-05,0.0021,0.023,9.7,0.0,0.18,1.9,0.246,23.0,10.0,2.5e-05,0.064,0.0,0.0,0.0001,2.2e-06,0.0002399999999999,0.0070999999999999,0.00065,0.00011,0.0,0.0034,2e-05
Lamb ribs,Meat,0.022,359.0,0.0,0.097,0.0001199999999999,30.0,0.0,1.5e-05,0.0016,0.02,13.0,0.0,0.166,2.2,0.271,21.0,13.0,2.2e-05,0.073,0.0,0.0,8.999999999999999e-05,2.2e-06,0.0002099999999999,0.0068,0.00063,0.00011,0.0,0.0035,2e-05
Lamb shoulder,Meat,0.018,279.0,0.0,0.092,0.00011,20.0,0.0,2e-05,0.002,0.023,8.3,0.0,0.183,1.6,0.259,23.0,8.7,2.5e-05,0.065,0.0,0.0,8.999999999999999e-05,2.6e-06,0.00025,0.0067,0.0007099999999999,0.0001199999999999,0.0,0.0045,2e-05
Veal,Meat,0.017,172.0,0.0,0.103,0.0001,7.6,0.0,1.1e-05,0.00099,0.024,2.8,0.0,0.217,0.55,0.337,24.0,3.0,1.4e-05,0.083,0.0,0.0,7.000000000000001e-05,1.3e-06,0.00027,0.008,0.0012,0.00039,0.0,0.0039,4e-05
Game,Meat,0.004,150.0,0.0,0.126,0.0002099999999999,2.7,0.0,9e-06,0.0042,0.028,0.63,0.0,0.21,0.58,0.372,29.0,0.97,1.3e-05,0.054,0.0,,0.00026,,0.00073,,,,0.0,0.0017,2e-05
Bear meat,Meat,0.005,259.0,0.0,0.098,0.00015,13.0,0.0,6e-06,0.011,0.023,5.7,0.0,0.17,2.4,0.263,32.0,3.5,1.1e-05,0.071,0.0,0.0,0.0001,2.5e-06,0.00082,0.0034,,0.00029,0.0,0.01,
Bison meat,Meat,0.008,143.0,0.0,0.082,0.00011,2.4,0.0,8e-06,0.0034,0.026,0.95,0.0,0.209,0.24,0.361,28.0,0.91,3.6e-05,0.057,0.0,0.0,0.0001,2.9e-06,0.00027,0.0037,,0.0004,0.0,0.0037,1e-05
Caribou meat,Meat,0.022,167.0,0.0,0.109,0.00026,4.4,0.0,5e-06,0.0062,0.027,1.3,0.0,0.233,0.62,0.31,30.0,1.7,1.4e-05,0.06,0.0,0.0,0.00025,6.6e-06,0.0009,0.0058,0.0027,0.00032,0.003,0.0053,8.999999999999999e-05
Goat,Meat,0.017,143.0,0.0,0.075,0.0003,3.0,0.0,5e-06,0.0037,0.0,1.4,0.0,0.201,0.23,0.405,27.0,0.93,1.2e-05,0.086,0.0,0.0,8.999999999999999e-05,1.2e-06,0.00061,0.004,,0.0,0.0,0.0053,4e-05
Horse meat,Meat,0.008,175.0,0.0,0.068,0.00017,6.1,0.0,,0.005,0.025,2.1,0.0,0.247,0.85,0.379,28.0,1.9,1.4e-05,0.055,0.0,0.0,0.0001,3.2000000000000003e-06,0.0001199999999999,0.0048,,0.00033,0.002,0.0038,2e-05
Rabbit Meat,Meat,0.018,173.0,0.0,0.123,0.0001799999999999,3.5,0.0,8e-06,0.0049,0.031,0.95,0.0,0.24,0.68,0.343,33.0,1.1,1.5e-05,0.045,0.0,0.0,2e-05,6.5e-06,7.000000000000001e-05,0.0064,,0.00034,0.0,0.0024,
Elk meat,Meat,0.005,162.0,0.0,0.072,0.00035,3.4,0.0,9e-06,0.0040999999999999,0.029,0.97,0.0,0.285,0.16,0.392,31.0,1.3,1.1e-05,0.05,0.0,0.0,0.00014,3e-06,0.00037,0.0060999999999999,0.0012,0.00049,0.0,0.0040999999999999,2e-05
Deer meat,Meat,0.005,149.0,0.0,0.088,0.00025,2.4,0.0,9e-06,0.0043,0.033,0.55,0.0,0.299,0.13,0.434,30.0,1.1,1.1e-05,0.057,0.0,0.0,0.00026,3.6000000000000003e-06,0.00056,0.0088,0.00086,0.00061,0.0,0.004,2e-05
Chuck steak,Meat,0.016,277.0,0.0,0.087,8e-05,20.0,0.0,6e-06,0.0025,0.022,9.5,0.0,0.193,0.81,0.325,25.0,8.7,2.8e-05,0.071,25.0,7e-06,7.000000000000001e-05,3e-06,0.00019,0.0047,0.00075,0.00037,0.0,0.0087,1e-05
Rib eye steak,Meat,0.011,291.0,0.0,0.08,8e-05,22.0,0.0,6e-06,0.0022,0.022,11.0,0.0,0.152,1.0,0.26,24.0,9.7,3e-05,0.054,25.0,8e-06,7.000000000000001e-05,2.1e-06,0.00029,0.0049,0.00054,0.0004799999999999,0.0,0.0059,8e-05
Steak,Meat,0.012,271.0,0.0,0.078,8.999999999999999e-05,19.0,0.0,6e-06,0.0024,0.023,9.2,0.0,0.163,0.9,0.279,25.0,8.4,3.2e-05,0.058,25.0,7e-06,7.000000000000001e-05,2.2e-06,0.0003,0.0050999999999999,,0.0005,0.0,0.0063,
Beef,Meat,0.013,169.0,0.0,0.085,0.0001,6.5,0.0,7e-06,0.003,0.014,2.7,0.0,0.259,0.53,0.352,28.0,2.6,2.5e-05,0.054,6.0,2e-06,7.000000000000001e-05,4.2e-06,0.0004,0.0058,0.0004799999999999,0.00067,0.0,0.0037,1e-05
Mutton,Meat,0.01,234.0,0.08,0.109,6e-05,11.0,,0.0,0.0048,0.031,4.5,0.08,0.272,0.81,0.409,33.0,5.1,3.8e-05,0.135,,,6e-05,4.4e-06,0.0003,0.0065,0.0009,0.00038,,0.0059,3e-05
Frog legs,Meat,0.018,73.0,0.0,0.05,0.00025,0.3,0.0,1.5e-05,0.0015,0.02,0.05,0.0,0.147,0.1,0.285,16.0,0.08,1.4e-05,0.058,50.0,1.5e-05,0.00014,4.0000000000000003e-07,0.00025,0.0012,,0.0001199999999999,0.0,0.001,
Lard,Oils and Sauces,0.0,902.0,0.0,0.095,0.0,100.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,11.0,0.0,0.0,39.0,2.0000000000000002e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0
Russian dressing,Oils and Sauces,0.013,355.0,32.0,0.0,6e-05,26.0,0.7,5e-06,0.0006,0.01,5.9,31.0,0.02,15.0,0.173,0.69,2.4,1.6e-06,1.133,577.0,2.9e-05,3e-05,0.0,5e-05,0.0005899999999999,0.0004,0.0001,0.006,0.00022,6e-05
Thousand island,Oils and Sauces,0.017,379.0,15.0,0.026,0.0,35.0,0.8,0.0,0.0012,0.008,7.9,14.0,0.027,18.0,0.107,1.1,5.1,1.5e-06,0.962,213.0,1.4e-05,0.0014,0.0,6e-05,0.0004199999999999,0.0,0.0,0.0,0.00026,4e-05
French dressing,Oils and Sauces,0.011,222.0,31.0,0.0,0.00016,12.0,1.5,2e-06,0.00073,0.008,4.5,30.0,0.016,3.9,0.107,0.58,0.84,1.6e-06,0.838,541.0,2.7e-05,2e-05,0.0,5e-05,0.00047,0.0,6e-05,0.0048,0.0002,0.00011
Italian dressing,Oils and Sauces,0.015,102.0,10.0,0.0,2e-05,6.7,0.0,3e-06,0.00025,0.004,1.7,10.0,0.012,3.2,0.09,0.39,0.83,1.6e-06,0.891,12.0,1e-06,1e-05,0.0,1e-05,8.999999999999999e-05,0.0,6e-05,0.0,6e-05,3e-05
Soybean oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,38.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rice bran oil,Oils and Sauces,0.0,884.0,0.0,0.0,,100.0,0.0,0.0,7.000000000000001e-05,0.0,39.0,0.0,0.0,35.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wheat germ oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,62.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Peanut oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,3e-05,0.0,46.0,0.0,0.0,32.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,
Coconut oil,Oils and Sauces,0.001,892.0,0.0,0.0,0.0,99.0,0.0,0.0,5e-05,0.0,6.3,0.0,0.0,1.7,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0
Olive oil,Oils and Sauces,0.001,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.00056,0.0,73.0,0.0,0.0,11.0,0.001,0.0,14.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palm oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,1e-05,0.0,37.0,0.0,0.0,9.3,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sesame oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,42.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cocoa butter,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,3.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cottonseed oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Safflower oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,13.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grape seed oil,Oils and Sauces,0.0,884.0,0.0,0.0,,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,70.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Walnut oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,63.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Babassu oil,Oils and Sauces,0.0,884.0,0.0,0.0,,100.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.6,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Blue cheese dressing,Oils and Sauces,0.037,484.0,4.8,0.031,1e-05,51.0,0.4,5e-06,8.999999999999999e-05,0.008,13.0,4.4,0.074,28.0,0.088,1.4,8.3,1e-06,0.642,73.0,1.4e-05,1e-05,2.7e-07,0.0001,0.0001,0.00039,4e-05,0.0007,0.0002099999999999,1e-05
Sunflower oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,36.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duck fat,Oils and Sauces,0.0,882.0,0.0,0.1,0.0,100.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,13.0,0.0,0.0,33.0,2.0000000000000002e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Avocado oil,Oils and Sauces,0.0,884.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canola oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,28.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mustard oil,Oils and Sauces,0.0,884.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salmon oil,Oils and Sauces,0.0,902.0,0.0,0.485,0.0,100.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish oil,Oils and Sauces,0.0,902.0,0.0,0.71,0.0,100.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Margarine,Oils and Sauces,0.003,717.0,0.7,0.0,0.0,81.0,0.0,1e-06,6e-05,0.003,39.0,0.7,0.005,24.0,0.018,0.16,15.0,0.0,0.002,3577.0,0.000819,1e-05,1.0000000000000001e-07,4e-05,2e-05,,1e-05,0.0002,0.0,
Spread,Oils and Sauces,,158.0,0.0,0.0,,17.0,0.0,,,,7.6,0.0,0.0,4.0,0.012,0.0,2.2,,0.755,4489.0,,,,,,,,,,
Honey mustard,Oils and Sauces,0.067,207.0,28.0,0.0,3e-05,10.0,0.8,2e-06,0.00041,0.012,5.6,27.0,0.028,3.2,0.055,0.98,0.83,6.8e-06,0.701,14.0,1e-06,7.000000000000001e-05,0.0,1e-05,0.0001199999999999,7.000000000000001e-05,2e-05,0.0004,0.00017,0.00014
Benecol,Oils and Sauces,0.004,357.0,5.7,,0.0,39.0,,,0.0,0.001,19.0,5.7,0.004,12.0,0.004,0.0,4.8,,0.67,4567.0,0.00137,1e-05,,0.0,0.0,,0.0,,0.0,0.0
Poppy seed dressing,Oils and Sauces,0.059,399.0,24.0,0.015,4e-05,33.0,0.3,3e-06,0.00025,0.009,8.2,23.0,0.049,17.0,0.061,0.92,6.1,1.2e-06,0.933,180.0,5.1e-05,2e-05,9e-08,6e-05,5e-05,0.00011,2e-05,0.0003,0.00025,0.00013
Ceasar dressing,Oils and Sauces,0.033,131.0,31.0,0.001,2e-05,0.23,0.2,2e-06,0.00029,0.004,0.05,31.0,0.03,0.01,0.048,1.5,0.1,2.2e-06,1.265,4.0,1e-06,3e-05,4e-08,1e-05,3e-05,3e-05,4e-05,0.0001,0.0003,4e-05
Flaxseed oil,Oils and Sauces,0.009,878.0,0.39,0.0,7.000000000000001e-05,99.0,,,0.00034,0.015,21.0,0.39,0.027,65.0,0.031,0.37,9.0,,0.006,,,,,,,,,,0.00031,0.00014
Barbecue sauce,Oils and Sauces,0.033,172.0,41.0,0.0,7.000000000000001e-05,0.63,0.9,2e-06,0.00064,0.013,0.08,40.0,0.02,0.1,0.232,0.82,0.05,1.3e-06,1.027,224.0,1.1e-05,2e-05,0.0,6e-05,0.0006,0.00016,8e-05,0.0006,0.00017,0.00013
Béchamel sauce,Oils and Sauces,0.126,105.0,7.4,0.008,1e-05,6.7,0.1,9e-06,0.0002099999999999,0.015,2.7,7.3,0.101,1.6,0.163,3.8,2.2,3.3e-06,0.328,262.0,7.3e-05,6e-05,3e-07,0.0001799999999999,0.00026,0.00034,4e-05,0.0008,0.0004199999999999,2e-05
Hot sauce,Oils and Sauces,0.008,11.0,1.8,0.0,3e-05,0.37,0.3,6e-06,0.0004799999999999,0.005,0.03,1.5,0.011,0.2,0.144,0.51,0.05,0.0,2.643,162.0,8e-06,4e-05,0.0,8e-05,0.00025,0.00011,0.00016,0.075,0.00011,5e-05
Hoisin sauce,Oils and Sauces,0.032,220.0,44.0,0.003,0.00013,3.4,2.8,2.3e-05,0.001,0.024,0.96,41.0,0.038,1.7,0.119,3.3,0.57,1.8e-06,1.615,6.0,0.0,0.0,0.0,0.00022,0.0012,7.000000000000001e-05,6e-05,0.0004,0.00032,0.00025
Salsa,Oils and Sauces,0.012,36.0,7.0,0.0,0.0001,0.2,1.4,1.9e-05,0.0022,0.016,0.02,5.6,0.03,0.11,0.27,1.5,0.03,4.0000000000000003e-07,0.43,550.0,2.8e-05,5e-05,0.0,3e-05,0.0011,,0.00015,0.004,0.00017,
Fish sauce,Oils and Sauces,0.043,35.0,3.6,0.0,5e-05,0.01,0.0,5.1e-05,0.00078,0.175,0.0,3.6,0.007,0.0,0.288,5.1,0.0,9.1e-06,7.851,12.0,4e-06,1e-05,4.8e-07,6e-05,0.0023,0.0001199999999999,0.0004,0.0005,0.0002,0.00023
Marinara sauce,Oils and Sauces,0.027,51.0,8.1,0.002,8e-05,1.5,1.8,1.3e-05,0.00078,0.018,0.38,6.3,0.034,0.51,0.319,1.4,0.17,1.1e-06,0.03,650.0,3.3e-05,2e-05,0.0,6e-05,0.0039,,0.00017,0.002,0.0002,0.00014
Olive,Oils and Sauces,0.088,115.0,6.3,0.0,0.00025,11.0,3.2,0.0,0.0033,0.004,7.9,3.1,0.003,0.91,0.008,0.84,1.4,9.000000000000001e-07,0.735,403.0,2e-05,0.0,0.0,0.0,4e-05,2e-05,1e-05,0.0009,0.00022,2e-05
Tomato paste,Oils and Sauces,0.036,82.0,19.0,0.0,0.00037,0.47,4.1,1.2e-05,0.003,0.042,0.07,15.0,0.083,0.16,1.014,4.3,0.1,5.3e-06,0.059,1525.0,7.6e-05,6e-05,0.0,0.00015,0.0031,0.00014,0.00022,0.022,0.00063,0.0003
Ketchup,Oils and Sauces,0.015,101.0,27.0,0.0,8.999999999999999e-05,0.1,0.3,9e-06,0.00035,0.013,0.02,27.0,0.026,0.04,0.281,1.0,0.01,7e-07,0.907,527.0,2.6e-05,1e-05,0.0,0.00017,0.0014,5e-05,0.00016,0.0040999999999999,0.00017,8e-05
