Fixed broadband subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Agriculture, forestry, and fishing, value added (% of GDP)","Birth rate, crude (per 1,000 people)",Population ages 65 and above (% of total population),"Death rate, crude (per 1,000 people)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Fixed telephone subscriptions (per 100 people),Arable land (% of land area),Gross savings (% of GDP),Rural population,Urban population (% of total population),Net ODA received (% of GNI),"Population, female (% of total population)","Government expenditure on education, total (% of GDP)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Fuel exports (% of merchandise exports),"GNI, PPP (current international $)",Rural population (% of total population),"GNI per capita, PPP (current international $)"
20.09,18.8,5.73,11.1,6.72,7.6,44.18,57.84,16.1,25.28,32.53,4381941.0,56.78,0.02,50.65,3.7,4.73,3.5300000000000002,200000000000.0,43.22,19690.0
20.74,13.1,0.48,11.45,8.57,8.99,39.26,1.3,21.6,0.8,9.25,67855.0,83.37,2.8,52.19,3.01,2.87,3.5300000000000002,11111812556.0,16.64,27240.0
16.51,6.7,0.28,11.93,3.49,2.48,31.35,10.25,17.5,2.66,32.17,151858.0,89.62,2.8,50.335,2.22,9.23,0.05,74413767935.0,10.38,50850.0
6.64,29.8,11.63,17.82,5.83,5.68,47.67,77.35,0.17,10.29,36.05,1792520.0,38.95,1.16,50.4,1.83,1.93,3.5300000000000002,70734620622.5,61.05,7750.0
36.35,11.2,1.91,10.83,15.72,9.01,48.98,23.26,42.9,16.28,21.84,193336.0,31.25,2.8,52.05,4.86,4.01,4.66,4067837443.0,68.75,14470.0
35.01,2.7,6.71,9.28,16.83,7.445,50.76,40.28,46.8,27.71,29.66,1868889.0,79.91,0.21,50.335,4.61,6.18,3.5300000000000002,247000000000.0,20.09,26600.0
43.02,3.8,0.64,10.2,19.42,9.7,56.51,45.1,28.6,28.59,26.99,218168.0,98.12,2.8,50.61,6.36,3.86,8.82,727000000000.0,1.88,62770.0
9.11,11.5,7.9,17.98,4.96,6.35,49.68,7.98,4.81,4.38,26.07,215213.0,46.2,3.29,49.7,5.95,4.78,1.97,4475681203.0,53.8,11190.0
0.15,15.9,28.53,36.61,3.08,9.43,84.01,35.03,0.09,24.83,23.4,6632056.0,48.97,4.83,49.91,3.2,4.79,0.0,46230987531.0,51.03,3560.0
35.58,15.9,0.29,7.7,19.68,11.3,52.86,5.56,38.7,5.56,21.84,0.0,100.0,2.8,51.76,1.88,1.52,0.02,6220347841.0,0.0,14380.0
0.36,24.5,15.79,12.48,6.14,6.48,40.72,13.45,2.54,2.46,23.96,443105.0,43.01,4.88,50.335,6.6,9.72,3.5300000000000002,9846215601.0,56.99,12660.0
9.45,24.8,12.92,21.84,4.91,9.95,56.33,35.19,4.61,4.49,13.85,3566464.0,70.48,1.29,49.84,4.26,3.89,3.5300000000000002,110000000000.0,29.53,9110.0
24.59,6.1,5.02,8.42,18.14,7.445,49.39,44.2,21.2,19.69,22.04,1654279.0,49.43,2.41,50.77,4.14,5.89,8.54,59408516652.0,50.58,18160.0
5.55,39.9,1.79,23.58,3.59,9.46,57.5,45.63,3.91,0.46,30.9,736148.0,71.56,0.52,50.64,4.26,2.68,0.39,42718599230.0,28.44,16500.0
19.84,14.3,6.56,12.88,9.58,8.33,43.11,28.64,13.8,6.97,17.16,1792520.0,87.32,0.07,50.87,5.5,3.96,13.66,70734620622.5,12.68,17120.0
20.89,13.5,6.59,7.63,9.47,7.61,32.76,46.67,13.2,6.67,21.84,15897.0,48.92,2.8,51.88,2.87,4.03,3.5300000000000002,70734620622.5,51.08,14380.0
17.58,9.8,1.26,13.8,5.81,5.21,39.19,2.54,24.9,0.76,21.84,95515.0,78.55,2.8,48.26,4.26,6.33,3.5300000000000002,35572863605.0,21.45,14380.0
32.77,6.3,4.37,8.5,22.42,7.445,57.27,46.49,11.5,32.24,20.11,1648939.0,76.03,2.8,51.5,4.73,4.72,6.0,194000000000.0,23.98,28240.0
0.07,15.9,17.29,35.54,2.55,8.96,87.4,46.56,0.37,22.3,17.06,15196430.0,31.24,2.8,50.18,5.22,5.43,0.25,51973743214.0,68.76,2350.0
0.03,52.3,28.66,34.84,2.48,7.47,95.2,81.89,0.12,10.29,12.57,10786763.0,14.06,2.8,50.35,4.87,7.48,0.01,10879490984.0,85.94,870.0
5.91,12.8,5.97,16.95,5.44,6.03,47.18,19.6,10.6,12.41,17.57,193416.0,67.1,7.18,50.28,6.04,2.45,0.0,3915787459.0,32.9,6660.0
1.98,24.6,22.85,19.33,5.53,6.84,53.45,34.55,0.24,23.34,33.71,12496843.0,24.67,5.35,50.5,3.01,4.96,0.0,73412513745.0,75.33,4430.0
2.23,72.2,16.97,34.94,2.7,8.58,82.26,20.63,3.22,13.12,13.95,11383170.0,58.15,2.58,50.13,2.83,4.23,3.5300000000000002,127000000000.0,41.85,4660.0
41.69,5.0,6.59,9.7,18.52,8.2,52.1,6.48,31.7,4.35,23.29,7015868.0,81.65,2.8,50.31,4.75,6.55,3.5300000000000002,70734620622.5,18.35,55300.0
45.64,15.9,0.45,12.4,7.82,4.0,32.64,11.25,51.3,0.83,21.84,0.0,100.0,2.8,49.52,4.26,1.93,1.62,3605652285.0,0.0,52920.0
0.0,15.9,25.3,43.36,2.02,12.5,54.035,39.98,0.03,4.21,21.84,13094226.0,23.78,6.29,49.8,2.89,4.34,3.5300000000000002,29863101073.0,76.22,1740.0
10.905000000000001,15.9,0.88,10.12,16.23,8.45,45.96,43.28,13.2,18.33,21.84,119131.0,31.01,2.8,50.52,4.26,4.03,3.5300000000000002,70734620622.5,68.99,14380.0
22.01,6.6,3.5,11.79,12.68,7.43,45.22,14.25,12.9,1.77,16.63,2374855.0,87.82,2.8,50.37,5.0,3.46,0.82,534000000000.0,12.18,27410.0
37.56,7.0,7.24,7.52,13.15,7.18,44.55,55.46,12.7,11.6,21.84,1792520.0,62.51,0.0,48.94,3.99,6.3,1.29,70734620622.5,37.49,20260.0
16.48,12.8,7.77,14.2,8.72,7.74,43.5,38.5,14.8,1.8,13.06,9406924.0,81.74,0.61,50.67,4.26,2.33,3.5300000000000002,70734620622.5,18.26,17310.0
0.15,49.8,6.59,29.4,4.3,8.72,74.12,71.47,0.91,34.93,14.75,578317.0,29.61,2.8,49.77,2.27,4.27,0.05,2829213813.0,70.39,3440.0
0.03,78.2,19.04,42.05,2.96,9.7,54.035,14.95,0.0,6.03,26.46,1792520.0,46.24,6.77,50.39,2.66,4.03,0.0,126000000000.0,53.77,1310.0
0.26,43.2,9.1,30.69,2.68,7.06,78.82,31.27,13.2,1.61,38.85,1850943.0,68.28,1.43,50.06,3.67,6.72,3.5300000000000002,35450234462.0,31.72,6070.0
20.92,7.9,4.37,11.87,10.53,7.19,45.09,35.47,9.95,4.76,14.41,957348.0,81.43,0.13,49.97,6.25,1.99,0.02,114000000000.0,18.58,22150.0
1.13,71.5,16.18,33.93,2.4,9.0,79.21,73.9,0.9,11.01,19.05,13140099.0,52.18,2.23,49.5,3.33,3.3,11.21,174000000000.0,47.82,6320.0
26.72,4.6,3.28,9.4,21.97,7.445,56.52,26.38,32.3,15.31,23.56,1633904.0,57.88,2.8,51.31,4.06,2.91,11.87,144000000000.0,42.12,37240.0
2.67,7.6,0.88,8.92,15.67,7.445,45.92,61.67,13.8,28.02,21.84,2556097.0,77.29,2.8,50.35,4.26,1.35,3.5300000000000002,70734620622.5,22.71,14380.0
32.57,15.9,0.26,8.6,14.58,11.1,47.02,38.6,28.7,10.29,21.84,16703.0,89.04,2.8,52.08,4.26,4.03,3.5300000000000002,3878700958.0,10.96,25460.0
37.67,3.4,1.63,10.31,14.48,7.26,43.81,13.33,33.7,10.3,13.36,412374.0,66.86,2.8,49.91,5.24,2.45,3.5300000000000002,39808597879.0,33.14,44210.0
37.5,2.8,1.85,10.6,20.45,13.3,57.37,45.73,12.4,32.07,28.61,2709018.0,74.21,2.8,50.75,4.8,4.16,2.22,488000000000.0,25.79,46440.0
44.96,3.6,1.09,10.8,20.27,9.8,57.32,65.45,12.4,10.29,33.11,688752.0,88.24,2.8,50.26,7.0,1.96,4.2,425000000000.0,11.76,14380.0
1.39,53.7,1.84,22.21,4.5,9.15,54.48,73.51,2.44,0.13,9.04,240823.0,78.22,5.29,50.35,4.26,2.08,3.5300000000000002,6552815392.0,21.78,5930.0
20.96,31.7,16.96,13.33,9.32,8.99,41.2,33.33,11.1,8.0,21.84,20713.0,71.4,2.8,50.23,5.47,3.03,0.0,1048917815.0,28.61,14490.0
10.32,33.2,5.67,18.43,7.17,6.68,52.74,51.1,10.4,18.45,27.86,1866357.0,83.21,0.5,49.79,3.75,2.11,0.77,232000000000.0,16.79,20830.0
14.03,12.6,8.0,16.82,7.64,6.72,50.92,22.02,10.4,4.12,23.87,6342935.0,64.36,0.28,50.07,3.65,3.26,3.5300000000000002,236000000000.0,35.64,13240.0
9.77,18.7,11.44,22.56,4.77,6.33,60.84,4.05,9.94,3.09,10.85,1792520.0,42.86,1.93,49.42,4.26,3.06,3.5300000000000002,70734620622.5,57.14,15360.0
9.81,12.3,4.81,16.03,8.15,8.66,51.31,57.71,13.7,34.8,19.32,1634233.0,74.12,0.78,52.38,3.58,3.26,3.89,63692919937.0,25.88,10090.0
0.1,76.0,2.88,30.5,3.15,9.04,72.16,3.74,0.64,1.89,21.84,432136.0,73.56,0.14,50.335,4.26,5.18,3.5300000000000002,22154736585.0,26.44,13550.0
0.15,38.0,6.59,28.62,4.01,6.73,77.9,62.72,1.97,5.7,21.84,2100324.0,41.99,2.8,50.67,4.26,6.37,3.5300000000000002,70734620622.5,58.02,14380.0
37.36,2.0,1.97,10.0,20.37,14.0,58.33,23.09,22.3,16.37,28.53,407066.0,69.42,2.8,52.57,5.26,3.73,6.84,58479129646.0,30.59,43940.0
2.55,51.6,8.1,24.13,3.99,11.36,64.0,69.48,3.32,10.29,19.73,901726.0,24.37,2.79,50.36,5.29,3.91,1.18,11255085911.0,75.63,9440.0
0.4,48.0,6.59,32.38,3.14,6.78,75.75,34.2,0.73,14.46,25.08,1792520.0,22.17,3.68,49.75,4.07,6.79,0.0,315000000000.0,77.83,2610.0
34.6,15.9,14.23,13.0,17.9,8.1,62.79,70.12,28.8,0.05,21.84,30367.0,42.58,2.8,48.23,4.26,4.03,3.5300000000000002,3693425604.0,57.42,14380.0
2.52,27.7,15.28,19.35,5.72,8.86,52.98,17.06,5.29,4.2,21.84,390740.0,57.74,2.8,49.85,4.85,2.27,0.02,9225707520.0,42.26,9980.0
33.64,2.3,2.44,9.0,22.89,10.4,62.13,7.46,3.74,7.38,24.52,798128.0,85.6,2.8,50.6,6.54,5.15,7.0,325000000000.0,14.4,58690.0
47.64,4.1,1.62,11.0,21.32,9.8,63.12,52.15,13.2,32.79,23.57,12711228.0,81.24,2.8,51.66,5.43,3.23,3.2,70734620622.5,18.76,55020.0
26.72,15.9,6.59,12.76,9.63,5.38,45.64,13.97,47.9,0.72,21.84,115331.0,62.07,2.8,49.42,4.26,2.6,0.06,70734620622.5,37.93,14380.0
2.65,39.9,6.02,27.14,3.9,7.26,67.56,8.36,1.33,1.26,21.84,224215.0,90.42,0.58,49.07,2.7,6.47,3.5300000000000002,38608290592.0,9.58,16490.0
0.19,47.2,23.58,33.26,2.44,7.54,84.98,62.65,2.33,10.29,24.02,970908.0,63.22,2.8,50.26,3.04,3.11,3.5300000000000002,6976646478.0,36.78,2640.0
26.65,9.5,7.23,13.41,14.56,7.445,55.4,34.25,9.11,4.49,10.42,1488191.0,59.87,4.35,50.335,3.59,3.86,0.79,65780416560.0,40.13,17740.0
44.06,3.6,0.71,9.6,22.17,12.3,56.36,47.49,46.0,33.37,30.87,18682511.0,77.54,2.8,50.66,5.45,2.7,2.6,70734620622.5,22.46,64330.0
0.35,43.8,19.66,27.55,3.48,7.63,68.72,55.39,0.97,20.7,15.59,13794798.0,57.99,1.61,50.12,3.42,2.88,3.5300000000000002,208000000000.0,42.02,6340.0
59.86,15.9,6.59,10.71,20.43,11.55,60.08,38.6,46.6,10.29,21.84,0.0,100.0,2.8,50.05,4.26,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
41.92,4.0,3.68,8.1,22.51,13.6,57.65,45.52,46.4,16.54,9.83,2109825.0,80.04,2.8,51.01,4.08,2.71,3.5300000000000002,346000000000.0,19.96,32760.0
29.94,15.9,17.49,13.4,9.46,9.4,43.57,0.59,13.2,10.29,21.84,7078.0,87.51,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,12.49,14380.0
26.12,16.0,5.34,15.96,9.84,8.15,51.32,23.53,22.3,8.82,21.84,78886.0,36.69,6.65,49.96,4.09,2.78,0.03,1628028115.0,63.31,13060.0
1.83,15.9,6.59,16.38,11.46,7.34,60.66,29.63,42.8,1.85,21.84,8501.0,95.02,2.8,49.64,4.26,4.03,3.5300000000000002,70734620622.5,4.99,14380.0
3.48,22.9,9.3,21.12,4.9,6.5,60.85,43.04,13.2,14.5,19.04,8170759.0,52.25,0.61,50.5,3.11,4.42,2.71,202000000000.0,47.76,11810.0
0.01,15.9,27.32,34.43,3.36,9.99,82.45,59.57,0.0,12.62,21.84,8489377.0,37.26,4.28,50.59,2.04,5.13,3.5300000000000002,43433433101.0,62.74,3210.0
0.16,74.5,6.59,31.09,2.81,8.72,76.6,28.99,13.2,10.67,23.42,1141289.0,44.62,2.8,50.64,4.26,7.14,3.5300000000000002,4740590357.0,55.38,2300.0
11.65,27.5,13.46,20.3,6.16,9.99,53.56,5.3,15.3,2.13,21.84,588163.0,26.9,1.83,51.07,4.26,2.8,3.5300000000000002,17621818093.0,73.1,21900.0
0.27,58.2,20.68,23.5,4.49,8.68,58.35,65.13,0.05,36.47,13.4,4812100.0,57.96,4.55,50.44,4.26,5.88,3.5300000000000002,35698748270.0,42.04,3120.0
4.1,16.6,10.89,21.07,4.2,5.61,53.31,31.96,4.52,9.1,18.27,4215972.0,58.98,2.4,49.5,5.81,4.22,0.01,58446482549.0,41.02,5690.0
39.22,15.9,0.08,5.0,19.6,6.9,46.58,3.81,50.8,1.9,28.61,0.0,100.0,2.8,50.335,4.0,1.17,0.1,522000000000.0,0.0,14380.0
34.84,4.0,3.46,9.7,20.42,7.445,53.78,55.27,30.4,10.29,26.57,2694980.0,72.25,2.8,52.07,4.68,3.48,3.2,363000000000.0,27.76,37420.0
38.41,2.7,4.35,13.1,14.93,6.3,50.5,18.57,27.0,1.2,20.24,22560.0,93.94,2.8,48.74,4.26,4.03,1.15,23115224566.0,6.06,62050.0
1.95,30.6,17.37,16.42,6.8,9.45,48.13,60.05,1.68,10.29,29.87,1792520.0,35.39,0.1,48.39,4.64,4.21,14.28,70734620622.5,64.61,7990.0
4.49,22.0,13.28,16.43,6.78,10.07,47.61,34.13,3.26,13.9,32.94,1792520.0,57.29,0.05,49.64,4.26,3.04,19.48,70734620622.5,42.71,12550.0
12.07,12.4,12.39,13.7,7.38,6.44,45.32,29.01,33.1,9.68,21.84,20798288.0,76.35,0.08,49.47,4.26,9.32,3.5300000000000002,70734620622.5,23.66,15040.0
14.83,24.3,3.28,27.37,3.41,4.75,71.03,21.71,5.9,11.45,21.84,12572937.0,71.12,0.87,49.93,4.26,4.96,3.5300000000000002,543000000000.0,28.88,12470.0
31.36,3.2,0.99,12.0,14.83,6.8,53.24,62.96,25.7,6.33,37.11,1816368.0,63.91,2.8,50.45,3.01,1.09,0.57,429000000000.0,36.09,14380.0
10.905000000000001,15.9,0.34,8.53,22.04,10.6,58.58,68.77,13.2,40.7,21.84,39540.0,53.08,2.8,50.47,4.26,4.03,3.5300000000000002,70734620622.5,46.92,14380.0
29.71,3.4,1.26,19.7,11.93,5.4,66.94,29.74,39.1,17.42,29.27,686549.0,92.67,2.8,50.14,6.18,2.39,3.5300000000000002,427000000000.0,7.33,45530.0
31.29,2.8,1.9,6.8,23.68,11.9,57.07,41.94,33.5,24.32,24.13,16944019.0,71.35,2.8,51.26,4.22,2.51,3.1,70734620622.5,28.65,50540.0
14.57,18.9,8.34,11.71,7.24,8.8,38.0,38.5,16.7,11.08,21.84,1225749.0,56.65,0.41,50.39,5.63,3.85,3.5300000000000002,26400811208.0,43.35,9340.0
35.94,2.3,1.01,6.6,29.79,11.7,71.12,12.78,48.9,11.21,29.55,10221684.0,91.87,2.8,51.4,3.34,3.25,1.35,70734620622.5,8.13,46680.0
6.46,14.6,4.79,21.95,3.72,3.87,57.07,11.52,3.69,2.24,17.69,933557.0,91.63,7.48,48.15,3.14,3.39,0.71,101000000000.0,8.37,9070.0
13.95,10.0,5.03,23.5,7.95,9.61,59.95,79.19,15.1,10.99,24.5,8094722.0,57.82,0.03,51.92,4.39,5.81,3.5300000000000002,571000000000.0,42.18,29730.0
1.48,41.9,21.48,27.69,2.84,8.06,70.18,48.69,0.12,10.19,16.26,1792520.0,28.49,2.95,50.42,4.89,4.76,0.92,279000000000.0,71.51,5270.0
0.09,57.7,6.59,27.21,3.74,6.24,66.43,41.98,0.0,2.47,21.84,56273.0,56.34,2.8,51.33,4.26,6.85,0.02,609864880.0,43.67,4730.0
10.905000000000001,15.8,6.59,13.24,11.36,9.31,43.48,21.55,4.5,19.06,21.84,9702586.0,62.64,2.8,50.55,4.26,6.48,3.5300000000000002,70734620622.5,37.36,14380.0
44.25,2.9,1.86,5.1,16.65,6.2,39.94,16.42,44.8,13.76,36.75,9621887.0,81.41,2.8,50.06,4.87,5.32,6.21,70734620622.5,18.59,49120.0
10.905000000000001,10.0,6.92,11.14,9.91,7.22,46.87,38.6,13.2,10.29,27.22,1792520.0,62.28,4.73,50.16,4.26,4.03,3.5300000000000002,22500265187.0,37.72,12600.0
1.62,8.7,0.49,10.41,4.46,2.91,34.37,8.42,13.2,0.45,21.84,0.0,100.0,2.8,50.335,4.26,7.75,3.5300000000000002,247000000000.0,0.0,58120.0
4.43,17.5,12.41,22.4,4.39,5.8,63.53,54.05,3.59,6.71,18.37,4257353.0,37.15,5.24,50.89,6.17,5.15,3.63,36659194721.0,62.85,5410.0
2.02,41.8,16.07,21.97,4.36,6.61,54.74,8.8,17.4,5.3,21.84,4682315.0,36.94,3.24,49.6,1.86,4.25,3.5300000000000002,56795189947.0,63.06,7650.0
25.98,3.5,4.14,9.2,21.61,7.445,59.34,31.66,10.1,21.89,21.07,595103.0,68.42,2.8,50.335,4.62,3.1,5.9,68020637068.0,31.58,36090.0
7.56,16.4,1.4,14.95,9.62,8.27,59.34,66.4,15.3,13.62,21.84,609988.0,89.09,6.47,51.48,4.26,3.55,0.24,62012378736.0,10.91,11090.0
0.35,73.9,5.97,26.11,4.21,7.445,62.09,80.14,0.42,14.13,16.9,1608881.0,29.48,6.53,50.66,4.26,4.03,0.03,6543657989.0,70.52,2870.0
0.25,75.5,6.59,31.29,3.34,8.84,79.71,19.97,0.11,5.19,21.84,2463081.0,52.57,2.8,50.22,2.11,4.03,3.5300000000000002,7592740653.0,47.43,1460.0
4.65,10.7,1.42,17.83,4.82,6.02,50.78,8.72,22.1,0.98,21.84,1280107.0,80.99,0.73,49.38,4.26,5.26,3.5300000000000002,121000000000.0,19.01,17930.0
47.52,15.9,0.17,9.6,18.86,6.9,50.16,32.31,29.5,10.81,21.84,33390.0,14.47,2.8,50.43,4.26,4.03,3.5300000000000002,70734620622.5,85.53,14380.0
28.71,3.5,3.4,8.3,20.59,7.445,55.7,46.92,10.4,36.4,21.51,889294.0,68.25,2.8,50.335,4.25,2.94,9.86,125000000000.0,31.75,44640.0
38.04,2.7,0.19,10.5,14.75,7.0,44.21,51.59,41.6,24.27,20.29,53305.0,91.67,2.8,49.67,3.72,1.98,0.16,60487667382.0,8.33,14380.0
29.62,15.9,6.59,10.11,12.32,4.11,36.86,38.6,14.3,10.29,31.48,0.0,100.0,2.8,50.335,5.11,0.85,3.5300000000000002,50445191299.0,0.0,14380.0
0.1,66.3,23.19,30.95,3.3,7.1,74.51,70.29,0.12,5.16,11.24,17578693.0,39.21,7.47,49.89,3.2,9.35,1.18,46640766948.0,60.79,1610.0
0.07,41.4,22.81,32.86,2.7,6.98,84.69,64.17,0.06,10.29,21.84,16370252.0,17.7,2.8,51.38,4.26,3.04,0.02,33369384182.0,82.31,1680.0
10.89,7.9,9.57,15.24,7.25,6.03,43.29,26.09,24.1,2.51,25.99,7488317.0,77.7,0.0,48.87,4.26,4.49,12.45,70734620622.5,22.3,29630.0
14.82,6.0,5.31,14.09,4.54,3.02,35.62,19.67,2.71,13.0,21.84,307128.0,41.1,2.36,50.335,4.61,2.87,0.06,8924352849.0,58.9,17110.0
0.65,15.9,6.59,41.64,2.44,9.27,54.035,35.35,1.34,6.84,13.83,12118494.0,44.68,7.8,49.51,4.36,6.43,3.5300000000000002,50137201072.0,55.32,2290.0
42.18,5.8,0.9,8.5,18.87,8.0,47.06,27.34,49.2,24.38,27.2,26912.0,94.81,2.8,47.99,5.36,1.21,7.27,24926597964.0,5.19,48070.0
2.28,29.6,25.08,19.28,4.27,7.56,59.87,38.89,13.2,2.78,11.74,9183.0,78.16,2.8,48.91,4.26,4.03,3.5300000000000002,303305360.6,21.84,7210.0
0.41,40.5,19.15,33.19,3.26,7.44,82.71,38.53,1.23,0.44,34.94,2024451.0,56.13,4.73,51.02,1.89,3.54,0.31,27197391809.0,43.87,5890.0
25.7,15.5,3.28,10.3,12.29,10.5,40.71,43.06,36.7,37.56,6.19,749986.0,40.78,2.42,50.66,4.67,2.15,0.0,30353821215.0,59.23,23970.0
19.28,13.3,3.79,14.86,8.13,9.41,49.45,49.96,19.6,10.33,21.84,24053703.0,81.02,0.04,51.18,4.25,2.99,5.57,70734620622.5,18.98,20590.0
5.38,25.0,22.28,20.78,5.88,6.21,57.68,7.14,6.27,2.86,21.84,87034.0,23.07,2.8,49.71,4.26,6.46,3.5300000000000002,489227074.7,76.93,4320.0
25.21,14.3,10.59,12.43,13.61,7.445,50.18,69.0,33.1,10.29,14.43,1479663.0,43.0,4.27,52.53,5.82,4.92,0.08,41500056977.0,57.0,15990.0
54.92,2.9,6.59,16.200000000000003,7.289999999999999,7.445,95.22,38.6,13.2,10.29,21.84,0.0,100.0,2.8,50.98,1.42,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
11.39,14.0,13.16,21.41,4.42,6.13,58.35,72.32,12.0,0.86,20.29,1045010.0,68.79,2.16,50.37,3.34,6.96,3.5300000000000002,42745618823.0,31.22,12770.0
31.18,2.9,6.46,11.4,16.26,7.445,52.53,19.0,31.4,0.66,17.43,199225.0,67.83,2.23,51.28,4.26,3.53,18.52,15490196260.0,32.17,25020.0
6.15,17.9,12.0,17.55,7.42,6.17,52.15,67.87,6.8,16.83,28.22,13323470.0,64.07,0.69,49.66,5.64,3.14,0.69,319000000000.0,35.94,8460.0
0.21,68.1,26.89,36.6,2.59,8.79,86.12,52.66,0.19,7.18,12.53,20007111.0,37.63,2.8,50.94,6.5,4.03,3.5300000000000002,45234468975.0,62.37,1410.0
1.67,41.5,22.79,17.1,6.63,9.77,46.01,19.89,0.98,16.84,21.84,1792520.0,31.45,2.31,50.22,4.26,4.17,3.5300000000000002,272000000000.0,68.55,5060.0
3.18,38.9,9.56,27.44,4.03,10.71,67.32,47.14,3.27,0.97,21.84,1189044.0,53.01,1.53,51.74,4.26,3.45,1.45,26257533218.0,47.0,10380.0
10.905000000000001,27.3,6.59,27.56,2.29,6.63,69.85,20.0,13.2,10.29,21.84,0.0,100.0,2.8,49.16,6.22,6.94,3.5300000000000002,213295843.2,0.0,17050.0
4.31,28.5,22.02,20.4,6.05,7.78,54.9,28.75,2.46,14.75,30.91,23725239.0,21.01,4.31,52.15,3.96,5.63,0.0,135000000000.0,78.99,4490.0
42.95,4.0,1.52,10.2,19.95,9.8,54.93,53.82,28.3,29.79,33.42,1302355.0,92.57,2.8,50.31,5.51,2.95,9.01,70734620622.5,7.43,14380.0
19.28,15.9,6.59,14.5,10.69,7.3,49.64,10.07,16.1,0.33,21.84,75912.0,71.93,2.8,50.22,4.26,4.03,3.5300000000000002,70734620622.5,28.08,14380.0
35.26,4.7,5.78,11.48,15.93,6.83,53.42,38.64,17.8,2.34,18.54,675254.0,86.79,2.8,50.44,5.55,3.77,1.19,240000000000.0,13.21,46920.0
4.51,15.7,15.44,20.51,5.16,4.86,54.41,42.31,3.12,12.49,18.19,2789745.0,59.28,5.69,50.72,4.09,4.29,0.6,44107117289.0,40.72,6440.0
0.05,15.9,6.59,45.29,2.42,8.14,54.035,36.78,0.24,13.97,16.99,21022639.0,16.75,2.8,49.28,3.82,5.19,3.5300000000000002,39562480949.0,83.25,1570.0
0.03,15.9,23.36,37.12,2.98,13.08,86.11,75.37,0.05,40.48,21.84,1792520.0,52.75,0.82,49.47,4.26,6.57,3.5300000000000002,70734620622.5,47.25,5510.0
26.94,5.2,7.15,10.2,14.77,7.445,44.58,49.96,23.0,16.53,29.1,757148.0,58.79,2.53,50.14,4.26,3.25,1.83,39295355335.0,41.21,21390.0
10.905000000000001,15.9,6.59,16.200000000000003,9.79,7.445,45.96,1.17,42.6,0.17,21.84,4013.0,91.89,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,8.11,14380.0
44.94,2.2,1.6,10.4,18.1,7.8,54.0,2.7,4.33,2.21,21.84,901946.0,83.32,2.8,49.55,6.96,3.43,3.5300000000000002,491000000000.0,16.68,14380.0
11.59,10.6,2.12,18.42,2.79,3.8,41.97,4.74,12.6,0.27,17.51,585672.0,87.04,2.8,50.335,4.26,7.21,3.5300000000000002,164000000000.0,12.96,36290.0
1.23,63.0,22.66,27.52,4.22,7.17,69.96,47.09,1.07,39.58,13.82,1792520.0,37.44,0.85,49.52,1.69,4.21,0.71,70734620622.5,62.56,5480.0
10.905000000000001,22.8,3.5,12.7,9.52,9.7,43.84,9.35,45.0,0.65,21.84,3338.0,81.48,2.8,47.95,3.94,4.03,3.5300000000000002,296419538.1,18.52,16450.0
14.84,14.1,2.66,17.69,8.57,6.07,53.78,29.41,20.2,7.62,30.64,1358683.0,68.78,0.14,49.98,3.71,1.41,0.18,127000000000.0,31.23,29210.0
0.21,42.9,18.99,25.51,3.1,6.68,60.48,3.18,1.66,0.73,21.84,8610641.0,13.46,4.75,48.36,1.35,6.54,3.5300000000000002,37983694550.0,86.54,3820.0
10.81,18.1,11.28,20.63,6.23,7.64,54.44,42.31,3.05,11.92,23.1,2514193.0,62.5,0.45,49.8,3.41,3.4,15.41,99405231283.0,37.5,14830.0
9.06,15.4,7.12,17.62,8.32,7.99,53.02,19.93,6.44,3.35,20.18,7248826.0,78.5,0.15,50.48,3.93,2.3,6.99,468000000000.0,21.5,13870.0
8.51,27.9,10.07,21.81,5.33,7.31,56.16,42.54,4.13,18.75,20.2,1792520.0,47.68,0.4,49.23,3.87,2.78,1.18,70734620622.5,52.32,9110.0
22.82,4.4,2.24,8.8,18.84,13.8,51.99,47.37,14.0,36.19,20.47,15070539.0,60.08,2.8,51.64,4.67,3.42,2.21,70734620622.5,39.93,38630.0
41.51,3.2,2.15,7.7,22.56,12.0,56.02,43.25,51.2,10.54,19.49,3435051.0,66.85,2.8,52.82,4.78,2.42,5.77,398000000000.0,33.15,38400.0
23.64,15.9,0.67,5.9,22.36,10.2,56.27,19.04,22.3,5.66,21.84,209073.0,93.59,2.8,52.76,4.26,0.68,3.5300000000000002,91214417324.0,6.41,27960.0
11.08,5.5,0.3,9.82,1.4,7.445,20.72,6.44,16.3,1.83,21.84,19409.0,99.28,2.8,50.335,4.26,7.2,3.5300000000000002,288000000000.0,0.72,14380.0
31.7,6.5,4.76,10.1,18.92,7.445,53.73,56.85,13.5,37.33,19.08,8733236.0,54.33,2.8,51.65,3.32,2.4,3.52,711000000000.0,45.67,37210.0
