Fixed broadband subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Agriculture, forestry, and fishing, value added (% of GDP)","Birth rate, crude (per 1,000 people)",Population ages 65 and above (% of total population),"Death rate, crude (per 1,000 people)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Fixed telephone subscriptions (per 100 people),Arable land (% of land area),Gross savings (% of GDP),Rural population,Urban population (% of total population),Net ODA received (% of GNI),"Population, female (% of total population)","Government expenditure on education, total (% of GDP)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Fuel exports (% of merchandise exports),"GNI, PPP (current international $)",Rural population (% of total population),"GNI per capita, PPP (current international $)"
0.05,63.6,25.77,36.47,2.42,6.79,87.65,58.28,0.36,11.94,21.84,1792520.0,25.75,2.8,49.46,4.26,2.37,8.05,99263716986.0,74.25,2630.0
15.12,9.4,18.39,10.34,15.35,8.48,47.28,42.85,8.42,22.26,14.4,1106598.0,61.23,0.18,49.94,3.92,2.45,0.6,41175886638.0,38.77,14430.0
8.28,23.5,11.48,23.3,5.86,4.39,57.05,17.35,10.7,3.16,38.47,11449736.0,73.19,0.09,49.05,5.58,5.4,3.5300000000000002,589000000000.0,26.81,13800.0
10.905000000000001,15.9,6.59,16.200000000000003,6.11,7.445,53.84,14.2,19.9,4.75,21.84,6082.0,87.15,2.8,50.27,4.26,4.03,3.5300000000000002,70734620622.5,12.85,14380.0
47.54,3.0,0.52,7.0,13.84,3.9,37.96,40.0,51.9,1.68,21.84,9173.0,87.98,2.8,49.12,3.15,2.11,0.09,4823308625.0,12.02,63180.0
0.37,74.2,7.88,39.73,2.58,7.81,92.31,36.8,0.39,4.3,32.1,10942954.0,66.18,0.03,50.6,2.07,2.66,3.5300000000000002,222000000000.0,33.82,6850.0
8.76,10.2,1.65,11.49,9.43,5.87,40.48,20.45,29.6,9.09,21.84,69543.0,24.51,1.66,52.28,2.3,4.26,0.0,2323489926.0,75.49,25220.0
19.55,10.3,5.32,14.78,11.6,7.6,55.14,42.59,17.2,14.91,13.69,3599141.0,91.99,0.0,50.49,4.77,3.35,3.6,70734620622.5,8.01,22610.0
13.28,11.9,11.53,12.89,12.02,9.66,47.77,58.9,15.6,15.62,10.22,1037446.0,63.22,3.02,50.335,2.57,3.52,2.85,44951068638.0,36.78,15940.0
17.74,15.9,0.03,9.14,14.27,8.78,47.14,11.11,32.7,11.11,16.72,60091.0,43.55,2.8,52.85,4.44,2.93,0.01,4078019693.0,56.45,38310.0
34.54,3.8,2.11,12.1,15.93,6.7,52.93,47.12,24.3,3.97,22.34,3515460.0,86.12,2.8,50.39,5.51,4.36,3.5300000000000002,70734620622.5,13.88,50970.0
28.36,3.5,1.05,9.6,18.93,9.4,50.05,32.13,41.9,16.06,27.83,3683835.0,58.52,2.8,50.81,5.22,2.81,2.22,536000000000.0,41.49,60400.0
19.22,20.7,5.7,14.1,6.24,5.6,44.21,57.83,16.5,25.36,28.57,4407577.0,56.03,0.26,50.64,3.18,4.62,3.5300000000000002,161000000000.0,43.97,16030.0
20.85,23.5,0.55,11.49,7.97,7.94,40.29,1.3,23.1,0.8,20.85,68241.0,83.13,2.8,52.11,2.62,2.6,14.78,13306122023.0,16.87,32890.0
9.49,7.0,0.28,13.2,2.95,2.0,29.9,10.38,18.4,2.69,30.58,158474.0,89.39,2.8,50.335,2.38,8.68,3.5300000000000002,75562274918.0,10.61,50570.0
4.9,32.2,11.98,18.35,5.44,5.28,49.26,75.84,0.88,10.29,36.35,1792520.0,37.41,1.2,50.36,1.68,1.95,3.5300000000000002,70734620622.5,62.6,6270.0
37.98,12.0,2.01,10.89,14.62,8.91,47.56,23.26,45.5,16.28,21.84,192882.0,31.16,2.8,52.09,4.09,4.22,3.5300000000000002,4648356510.0,68.84,16590.0
34.07,3.1,6.79,9.3,16.22,12.8,49.32,41.32,47.2,28.15,27.82,1974004.0,79.04,0.34,50.335,4.98,5.97,3.5300000000000002,204000000000.0,20.96,21640.0
39.95,3.9,0.67,10.2,19.01,9.5,55.97,44.8,34.2,28.31,25.1,225069.0,98.04,2.8,50.67,6.33,3.83,7.38,657000000000.0,1.96,57170.0
7.67,12.8,6.53,18.89,4.66,4.73,51.59,7.63,4.79,4.03,20.05,210633.0,45.87,1.6,49.64,5.96,4.93,4.94,3782550945.0,54.13,9720.0
0.2,15.9,26.88,37.68,3.09,9.25,84.94,35.03,0.28,24.83,21.72,6408115.0,47.86,4.16,49.94,2.97,5.69,0.02,39676734352.0,52.14,3230.0
35.88,15.9,0.22,8.2,18.38,8.4,49.94,5.56,39.0,5.56,38.45,0.0,100.0,2.8,51.61,1.93,1.68,0.01,5912156946.0,0.0,14380.0
1.15,26.3,12.93,12.87,5.95,6.63,43.38,13.45,2.82,2.46,30.79,448104.0,41.61,7.13,50.335,4.51,8.86,3.5300000000000002,9044743246.0,58.39,11790.0
6.4,26.8,12.22,22.32,4.99,7.13,57.96,35.07,5.59,4.38,14.19,3559929.0,69.77,1.77,49.76,4.26,3.87,3.5300000000000002,105000000000.0,30.23,8910.0
22.3,6.3,5.45,8.82,17.23,12.27,47.43,43.28,21.8,19.82,20.14,1726532.0,48.63,2.25,50.83,4.04,6.02,8.09,54868462626.0,51.37,16330.0
2.1,42.6,2.08,24.89,3.47,6.97,58.43,45.63,6.11,0.46,25.97,745611.0,70.17,0.43,50.67,4.26,2.92,0.29,35270595800.0,29.83,14110.0
15.86,14.8,4.21,13.63,9.0,6.57,43.14,28.49,16.3,6.82,12.25,1792520.0,86.82,0.01,50.84,5.96,3.95,13.71,70734620622.5,13.18,15320.0
16.29,14.2,6.59,7.29,8.65,6.16,33.72,46.67,13.2,6.67,21.84,15882.0,48.12,2.8,51.7,2.5,4.03,3.5300000000000002,70734620622.5,51.88,14380.0
12.24,9.9,0.99,14.59,5.14,4.83,39.02,2.54,19.6,0.76,21.84,96625.0,77.94,2.8,48.21,4.26,6.35,3.5300000000000002,31524538109.0,22.06,14380.0
28.88,6.7,3.24,8.8,21.95,7.445,56.28,46.4,14.0,32.02,24.27,1719734.0,75.35,2.8,51.49,4.2,4.72,9.53,173000000000.0,24.65,24800.0
0.06,15.9,18.22,36.69,2.57,8.75,89.77,45.76,0.36,21.6,16.84,14670338.0,29.98,7.23,50.21,5.41,5.57,0.61,44729069839.0,70.02,2130.0
0.03,56.3,28.84,36.32,2.44,7.35,54.035,79.79,0.17,10.29,9.66,10287647.0,13.37,2.8,50.36,5.35,7.6,0.0,9576815859.0,86.63,810.0
3.94,14.1,4.44,17.46,5.3,5.16,48.73,19.6,11.2,12.41,24.76,195065.0,66.2,6.88,50.27,4.17,2.38,0.0,4361122122.0,33.81,7560.0
1.12,26.5,20.71,20.28,5.02,5.95,53.7,33.71,0.34,23.0,31.59,12349492.0,23.81,3.79,50.51,2.83,4.85,0.0,70571793150.0,76.2,4350.0
1.57,77.3,16.8,36.15,2.76,8.16,83.71,20.63,3.36,13.12,14.4,11094657.0,56.97,3.34,50.14,3.05,4.27,3.5300000000000002,106000000000.0,43.03,4110.0
40.08,5.1,1.7,9.9,17.56,7.6,50.48,6.43,36.0,4.31,20.26,6966193.0,81.48,2.8,50.32,4.77,6.86,3.5300000000000002,70734620622.5,18.52,49900.0
10.905000000000001,15.9,0.41,9.2,7.25,3.7,32.1,11.25,13.2,0.83,21.84,0.0,100.0,2.8,49.67,4.26,2.06,3.5300000000000002,3627574908.0,0.0,54850.0
0.0,15.9,24.14,44.23,2.03,12.37,54.035,39.98,0.04,4.21,21.84,12372693.0,23.28,5.76,49.81,2.37,3.95,3.5300000000000002,29327994916.0,76.72,1820.0
10.905000000000001,15.9,0.92,9.83,16.59,8.55,46.7,43.28,13.2,18.33,21.84,117010.0,30.93,2.8,50.65,4.26,4.03,3.5300000000000002,70734620622.5,69.07,14380.0
17.87,7.1,3.99,11.86,12.13,6.35,44.83,15.24,14.3,1.76,19.68,2352709.0,87.64,2.8,50.36,5.63,3.79,1.0,473000000000.0,12.36,24860.0
31.56,8.0,7.14,10.41,12.02,7.09,43.44,55.46,13.4,11.63,21.84,1792520.0,60.31,0.0,48.89,4.06,6.33,1.87,70734620622.5,39.69,17210.0
13.93,13.7,6.41,14.68,8.2,5.41,43.95,39.98,14.1,1.9,16.18,9483412.0,81.1,0.28,50.63,4.26,2.42,3.5300000000000002,70734620622.5,18.9,15740.0
0.16,53.2,6.59,30.4,4.32,8.2,75.46,71.47,1.28,34.93,10.35,560303.0,29.16,6.12,49.79,4.26,3.37,0.03,2618043789.0,70.84,3310.0
0.01,15.9,19.43,42.66,3.02,9.38,54.035,14.92,0.0,6.03,14.49,1792520.0,45.05,5.74,50.39,4.26,4.03,0.01,103000000000.0,54.95,1140.0
10.905000000000001,52.4,7.35,31.68,2.62,7.39,80.2,31.14,0.3,1.61,37.58,1817563.0,67.37,1.41,50.06,3.56,6.01,3.5300000000000002,28888183753.0,32.63,5190.0
18.1,8.3,4.2,12.85,9.89,5.47,45.2,34.78,12.8,4.76,13.91,1013042.0,80.08,0.09,49.92,6.74,2.03,0.02,110000000000.0,19.92,21590.0
0.77,76.1,15.69,34.55,2.4,8.73,81.28,73.05,0.96,11.01,18.91,12749807.0,51.24,2.0,49.45,3.41,3.2,16.79,151000000000.0,48.76,5780.0
28.97,4.7,2.84,8.9,21.11,12.7,54.66,26.87,33.5,14.71,24.88,1738221.0,57.24,2.8,51.39,3.92,3.01,9.48,131000000000.0,42.76,32240.0
1.63,6.9,3.57,9.75,15.29,9.86,45.46,61.67,12.9,28.02,21.84,2590505.0,77.11,0.49,50.27,4.26,1.27,3.5300000000000002,70734620622.5,22.89,14380.0
28.12,15.9,0.23,10.1,13.56,8.8,45.71,38.6,28.2,10.29,21.84,17164.0,89.1,2.8,51.71,4.26,4.03,3.5300000000000002,4015082850.0,10.9,25500.0
36.78,3.2,1.77,10.79,13.85,6.77,42.6,13.56,36.5,10.43,14.26,407912.0,66.81,2.8,49.9,5.21,2.57,3.5300000000000002,37278851954.0,33.2,42270.0
35.43,3.0,1.86,10.5,19.82,10.5,55.48,45.64,14.2,32.18,26.95,2783117.0,73.92,2.8,50.75,4.54,4.07,1.72,450000000000.0,26.08,42150.0
43.62,3.8,1.27,10.5,19.8,9.3,56.72,65.65,17.3,10.29,30.35,698080.0,87.99,2.8,50.28,4.26,2.03,3.99,364000000000.0,12.01,62550.0
2.24,57.3,1.52,22.75,4.4,8.42,56.43,73.46,3.41,0.09,20.53,237192.0,77.92,2.8,50.31,4.26,2.32,3.5300000000000002,5698011260.0,22.09,5310.0
22.4,30.3,11.98,13.27,9.16,8.37,41.92,33.33,8.2,8.0,21.84,20867.0,70.79,2.8,50.06,5.53,2.92,0.0,1016215169.0,29.21,14230.0
8.54,34.4,5.23,19.29,6.76,6.01,53.04,51.1,11.1,18.45,24.31,1977456.0,81.83,0.15,49.71,4.04,2.16,4.37,205000000000.0,18.17,18840.0
12.07,13.5,7.79,17.34,7.41,4.91,52.29,21.46,12.7,3.98,20.79,6246175.0,63.99,0.48,49.99,4.25,3.27,3.5300000000000002,211000000000.0,36.01,12190.0
7.04,20.1,10.7,23.57,4.63,5.58,61.22,3.94,8.15,3.23,17.17,1792520.0,42.73,0.55,49.41,4.26,3.1,3.5300000000000002,70734620622.5,57.27,13140.0
8.44,13.2,5.15,16.42,8.02,7.45,52.54,57.71,14.4,34.8,18.21,1711610.0,72.75,1.19,52.35,3.39,3.38,3.37,57680812240.0,27.25,9180.0
0.06,15.9,2.44,31.87,3.16,8.58,72.51,3.74,0.66,1.89,21.84,425111.0,72.63,0.75,50.335,4.26,3.7,3.5300000000000002,20140430549.0,27.37,12970.0
0.09,40.6,6.59,28.94,3.97,6.31,81.82,62.7,2.04,5.7,21.84,2074379.0,40.71,2.8,50.7,4.26,6.28,3.5300000000000002,70734620622.5,59.29,14380.0
33.85,2.3,2.31,10.6,19.9,11.6,57.08,23.12,24.4,16.14,28.92,410662.0,69.05,2.8,52.71,5.26,4.22,5.15,51839641378.0,30.95,39070.0
2.04,55.6,8.54,25.12,3.85,8.92,65.92,69.59,3.6,10.29,15.04,889128.0,23.98,1.76,50.43,5.7,4.53,0.83,9485202374.0,76.02,8110.0
0.14,52.1,6.59,33.12,3.1,6.44,77.9,33.84,1.08,14.35,29.03,1792520.0,21.23,4.91,49.72,4.48,7.41,0.0,258000000000.0,78.78,2260.0
35.07,15.9,17.05,13.3,17.69,8.0,62.34,69.01,30.4,0.05,21.84,29859.0,42.23,2.8,48.24,4.26,4.03,3.5300000000000002,3315013813.0,57.78,64140.0
2.34,25.5,11.29,19.96,5.34,7.94,53.34,17.12,5.58,4.15,5.98,397236.0,56.75,2.58,49.77,5.15,2.15,0.02,11093486326.0,43.25,12080.0
32.54,2.3,2.35,8.3,22.06,9.8,61.13,7.48,4.87,7.39,23.78,803615.0,85.45,2.8,50.63,6.42,5.19,8.94,292000000000.0,14.55,52840.0
45.28,4.2,1.52,11.2,20.68,9.1,62.28,52.27,13.2,32.99,23.77,12999819.0,80.71,2.8,51.64,5.35,3.26,2.78,70734620622.5,19.29,52340.0
22.22,15.9,2.25,13.09,8.83,3.39,45.62,13.68,33.7,0.72,21.84,114201.0,61.9,2.8,49.32,4.26,2.5,0.03,70734620622.5,38.1,14380.0
1.07,43.3,5.55,28.35,3.9,6.86,68.06,8.36,0.98,1.26,21.84,230087.0,89.74,0.75,48.98,2.87,6.35,3.5300000000000002,33247012569.0,10.26,14820.0
0.2,50.7,20.0,34.28,2.47,7.0,87.89,62.65,2.44,10.29,15.36,955107.0,61.93,2.8,50.28,2.81,3.24,0.0,5851376863.0,38.07,2330.0
24.68,9.7,7.34,13.45,14.39,12.88,54.1,34.14,13.7,4.42,21.25,1523815.0,59.04,2.92,50.335,3.83,3.83,0.72,59570769715.0,40.96,16010.0
42.12,3.7,0.79,9.4,21.73,11.3,54.73,47.7,45.8,33.53,30.09,18798952.0,77.38,2.8,50.66,5.12,2.76,2.22,70734620622.5,22.62,60430.0
0.19,47.1,17.32,28.57,3.33,7.14,70.12,54.85,0.92,20.49,17.59,13646945.0,56.71,1.39,50.12,3.15,2.78,3.5300000000000002,180000000000.0,43.29,5710.0
54.93,15.9,6.59,11.02,19.59,8.28,58.87,38.6,47.8,10.29,21.84,0.0,100.0,2.8,50.07,4.26,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
38.36,4.1,3.81,7.8,21.88,11.7,56.62,45.52,44.8,16.54,10.19,2209932.0,79.39,2.8,50.99,3.59,2.91,3.5300000000000002,336000000000.0,20.61,31330.0
26.1,15.9,18.48,15.1,8.67,9.8,41.87,0.59,12.7,10.29,21.84,7280.0,87.05,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,12.95,14380.0
27.41,15.7,4.68,16.62,9.55,8.01,50.81,23.53,21.0,8.82,21.84,78057.0,36.4,1.34,49.9,4.26,2.71,0.02,1716612139.0,63.6,13990.0
1.85,15.9,6.59,16.62,10.7,6.3,59.81,29.63,43.3,1.85,21.84,8669.0,94.86,2.8,49.53,4.26,4.03,3.5300000000000002,70734620622.5,5.14,14380.0
3.42,24.6,9.41,22.86,4.76,4.89,63.37,42.77,11.5,14.35,16.67,8063081.0,51.44,0.51,50.47,3.19,4.23,4.55,181000000000.0,48.56,10880.0
0.01,15.9,26.43,35.44,3.4,9.71,84.46,59.54,13.2,12.62,7.7,8177237.0,36.5,4.37,50.69,1.86,5.37,3.5300000000000002,38747854979.0,63.5,3010.0
0.06,15.9,6.59,32.09,2.77,8.21,79.1,28.99,13.2,10.67,23.15,1107850.0,43.78,7.45,50.68,4.26,7.56,3.5300000000000002,4191484825.0,56.22,2130.0
10.28,29.2,17.6,20.83,5.85,7.44,52.97,5.29,15.5,2.13,21.84,585574.0,26.69,2.18,50.82,4.26,3.98,0.0,10597945984.0,73.31,13270.0
0.28,62.2,19.19,24.3,4.37,7.95,59.48,64.95,0.05,36.28,15.72,4889165.0,56.19,4.62,50.4,1.76,5.5,3.5300000000000002,36066006276.0,43.81,3230.0
3.93,17.7,10.64,21.63,4.01,4.32,55.32,31.36,4.93,9.1,19.65,4209597.0,57.73,1.98,49.47,5.93,4.35,0.01,52929667612.0,42.27,5310.0
37.47,15.9,0.07,7.0,18.0,6.5,43.25,4.76,13.2,2.86,24.04,0.0,100.0,2.8,50.335,3.81,1.32,0.12,483000000000.0,0.0,64310.0
32.65,4.1,3.33,9.5,19.61,13.3,51.89,57.83,31.2,10.29,27.45,2770705.0,71.64,2.8,52.12,4.22,3.46,2.62,334000000000.0,28.36,34220.0
38.6,2.7,4.39,12.3,14.31,6.3,49.62,18.57,32.2,1.2,27.22,22157.0,93.86,2.8,48.72,4.26,4.03,1.59,22435531777.0,6.15,62220.0
1.38,34.3,16.76,17.05,6.47,6.71,49.4,60.22,1.51,10.29,29.7,1792520.0,34.47,0.09,48.35,3.9,4.25,13.78,70734620622.5,65.53,7110.0
3.77,23.6,12.71,16.91,6.59,7.54,48.27,34.14,3.55,14.01,30.9,1792520.0,55.99,-0.06,49.63,4.26,3.19,20.34,70734620622.5,44.02,11750.0
9.91,13.4,13.32,15.12,6.81,4.87,44.74,28.96,33.3,9.63,21.84,21302584.0,75.39,0.07,49.41,3.24,9.53,3.5300000000000002,70734620622.5,24.61,13430.0
11.07,25.9,3.77,28.08,3.36,4.3,73.09,21.58,6.94,11.45,37.35,12187255.0,70.68,0.9,49.98,4.26,5.3,3.5300000000000002,502000000000.0,29.32,12080.0
29.65,3.3,0.91,12.0,14.24,6.3,53.14,65.67,35.8,6.43,35.18,1805722.0,63.41,2.8,50.47,3.3,1.33,0.58,348000000000.0,36.6,14380.0
10.905000000000001,15.9,0.32,8.89,21.57,10.09,58.67,70.7,13.2,10.29,21.84,39671.0,52.74,2.8,50.46,4.26,4.03,3.5300000000000002,70734620622.5,47.27,14380.0
28.66,3.6,1.34,20.1,11.67,5.1,66.46,29.5,36.3,17.47,26.94,678959.0,92.5,2.8,50.19,6.04,2.46,2.05,371000000000.0,7.5,41030.0
29.05,3.0,1.91,7.0,23.06,10.6,56.55,44.37,32.5,23.38,21.49,17479118.0,70.74,2.8,51.3,4.1,2.43,3.05,70734620622.5,29.26,46840.0
11.26,18.8,7.02,11.99,6.84,7.48,39.31,38.5,14.1,11.08,22.71,1238482.0,55.99,0.81,50.36,5.16,4.41,19.63,27674577716.0,44.02,9840.0
33.55,2.5,1.04,7.0,29.28,11.2,70.51,12.94,49.5,11.31,29.17,10513072.0,91.7,2.8,51.38,3.16,3.29,1.99,70734620622.5,8.3,44350.0
4.29,15.5,4.37,22.6,3.49,3.15,58.71,11.67,3.33,2.42,20.22,941163.0,91.2,6.04,48.07,2.99,3.61,2.03,101000000000.0,8.8,9410.0
13.08,10.2,4.47,21.73,7.68,7.19,57.65,79.26,16.0,10.88,26.68,7860906.0,57.54,0.03,51.98,3.35,6.27,3.5300000000000002,482000000000.0,42.46,26050.0
0.96,43.4,20.86,28.46,2.76,7.29,73.29,48.69,0.14,10.19,14.07,1792520.0,27.51,3.21,50.4,5.37,4.93,7.74,236000000000.0,72.49,4640.0
0.08,59.7,6.59,28.06,3.62,6.25,65.95,41.98,0.0,2.47,21.84,56113.0,54.84,2.8,51.39,4.26,7.38,3.5300000000000002,648322894.8,45.17,5220.0
10.905000000000001,17.3,6.59,13.49,10.87,8.88,42.81,21.55,4.53,19.06,21.84,9752555.0,62.13,2.8,50.66,4.26,7.92,3.5300000000000002,70734620622.5,37.87,14380.0
42.04,3.1,1.67,5.9,15.07,5.7,37.97,16.77,47.8,13.98,34.78,9612727.0,81.43,2.8,50.01,4.68,5.29,7.78,70734620622.5,18.57,44240.0
10.905000000000001,11.2,7.24,11.44,9.39,5.56,48.45,38.6,13.2,10.29,28.88,1792520.0,62.28,4.27,50.13,4.26,4.03,3.5300000000000002,19871495286.0,37.72,11110.0
1.9,8.8,0.38,12.44,3.53,2.19,32.21,8.42,13.1,0.45,34.72,0.0,100.0,2.8,50.335,6.73,7.69,3.5300000000000002,254000000000.0,0.0,57130.0
4.14,18.3,10.37,26.9,4.16,5.2,61.97,54.06,4.6,6.71,22.88,4093812.0,36.59,5.16,50.9,6.07,4.97,6.04,32049071926.0,63.41,4960.0
1.05,45.0,16.05,22.79,4.21,6.51,56.05,9.13,20.1,5.61,21.84,4641317.0,35.65,3.52,49.58,2.12,4.3,3.5300000000000002,52799613653.0,64.36,7320.0
26.59,4.0,3.76,9.8,21.05,7.445,57.89,31.5,12.3,21.2,22.2,608174.0,68.22,2.8,50.335,4.44,3.16,4.54,62791549431.0,31.78,32810.0
7.25,14.7,3.17,15.82,8.99,5.18,57.79,65.62,15.2,13.23,21.84,650002.0,88.76,2.46,51.33,2.6,3.63,1.45,123000000000.0,11.24,21230.0
0.21,78.1,4.46,26.84,4.19,13.01,62.82,80.14,0.59,14.13,18.21,1589485.0,28.59,4.97,50.67,4.26,8.37,0.03,6702824656.0,71.42,3010.0
0.22,15.9,6.59,32.18,3.4,8.66,82.57,19.97,0.12,5.19,21.84,2412132.0,51.62,2.8,50.26,2.17,4.03,3.5300000000000002,8559670147.0,48.39,1720.0
4.57,11.5,1.96,18.73,4.79,5.45,53.16,8.72,22.7,0.98,11.51,1288001.0,80.39,0.4,49.32,4.26,7.02,3.5300000000000002,120000000000.0,19.61,18290.0
44.67,15.9,0.14,9.2,18.05,6.8,48.79,32.31,35.7,10.81,21.84,32952.0,14.37,2.8,50.36,4.26,4.03,3.5300000000000002,70734620622.5,85.63,14380.0
28.28,3.7,3.1,9.8,20.18,13.7,54.21,47.51,13.2,35.32,21.32,898175.0,67.86,2.8,50.335,3.96,3.06,13.13,109000000000.0,32.15,39170.0
37.36,2.7,0.22,10.0,14.44,6.9,43.82,51.11,43.1,24.07,18.01,54417.0,91.22,2.8,49.7,3.74,2.31,0.1,51562822134.0,8.78,14380.0
29.81,15.9,6.59,10.3,11.08,3.98,33.41,38.6,16.4,10.29,21.84,0.0,100.0,2.8,50.335,3.07,0.5,0.0,75004170113.0,0.0,14380.0
0.11,66.1,22.96,31.7,3.18,6.52,76.1,70.29,0.26,5.16,16.13,17108814.0,37.86,5.38,49.86,3.01,8.58,2.93,43910101594.0,62.14,1590.0
0.06,45.4,22.89,33.6,2.87,6.61,89.24,62.88,0.07,41.13,21.84,15627061.0,17.17,2.8,51.41,4.26,3.16,0.15,26986015211.0,82.83,1430.0
8.86,8.0,7.24,15.58,6.76,5.25,43.64,26.09,22.1,2.51,24.55,7673844.0,76.61,0.0,48.8,3.98,4.44,14.44,70734620622.5,23.39,28730.0
10.9,7.0,4.49,15.0,4.27,2.86,35.4,21.33,3.42,13.0,21.84,301504.0,40.24,1.38,50.335,4.12,2.75,0.05,10155053554.0,59.76,20130.0
0.68,15.9,6.59,42.38,2.54,9.21,54.035,35.04,1.15,6.53,15.07,11695460.0,43.14,2.8,49.49,3.56,6.06,0.73,48116635265.0,56.86,2340.0
40.18,6.1,0.46,8.6,18.83,7.3,47.32,32.44,50.7,28.34,28.73,26826.0,94.68,2.8,48.45,4.9,1.28,3.5300000000000002,23054653815.0,5.32,45740.0
2.27,31.7,18.28,20.74,3.57,7.29,62.68,38.89,13.2,2.78,21.84,10101.0,77.42,2.8,48.86,4.26,4.03,3.5300000000000002,322590034.5,22.58,7210.0
0.24,43.2,19.96,33.72,3.34,7.0,85.4,38.53,1.38,0.44,34.62,1994344.0,54.51,5.09,51.07,1.82,3.66,3.5300000000000002,24758929936.0,45.49,5650.0
23.88,15.8,2.71,10.2,11.29,8.8,40.42,43.06,35.7,37.56,14.01,749894.0,40.77,0.15,50.59,4.54,2.06,0.93,31929759180.0,59.23,25220.0
15.39,14.2,3.31,15.71,7.88,6.93,50.65,49.44,18.0,9.98,21.32,24461683.0,80.44,0.04,51.08,4.26,2.97,5.32,70734620622.5,19.56,20500.0
4.53,26.7,23.25,21.06,5.22,5.73,58.26,7.14,6.35,2.86,21.84,85971.0,22.81,2.8,49.66,4.26,6.27,3.5300000000000002,460223881.0,77.19,4130.0
21.54,14.7,10.16,12.89,13.0,13.09,48.1,68.77,34.4,10.29,15.53,1525908.0,42.73,2.77,52.47,6.23,4.91,0.02,37608242315.0,57.27,14120.0
53.73,3.1,6.59,16.200000000000003,7.289999999999999,7.445,92.55,38.6,13.2,10.29,21.84,0.0,100.0,2.8,51.01,4.26,4.03,3.5300000000000002,70734620622.5,0.0,14380.0
9.84,15.6,11.56,23.29,4.12,5.5,55.94,72.8,10.9,0.85,20.26,1016826.0,68.54,2.46,50.31,3.65,6.86,3.5300000000000002,39537294299.0,31.46,12230.0
29.23,3.2,6.39,11.6,15.59,10.6,51.08,19.11,30.8,0.67,17.69,204336.0,67.15,1.71,51.24,4.26,3.4,3.5300000000000002,15184382336.0,32.85,24410.0
4.84,19.4,10.84,18.34,6.87,5.66,51.92,66.35,5.67,15.46,27.23,13434809.0,62.99,0.59,49.64,5.0,3.08,1.51,291000000000.0,37.01,7900.0
0.23,72.0,24.77,37.35,2.59,8.04,87.47,52.66,0.27,7.18,19.63,19222873.0,36.53,2.8,50.96,6.29,4.03,3.5300000000000002,40763725958.0,63.47,1350.0
0.92,44.5,20.84,17.66,6.26,8.69,46.3,19.89,0.99,16.84,21.84,1792520.0,30.85,2.81,50.18,2.0,3.67,3.5300000000000002,311000000000.0,69.15,5860.0
2.6,41.5,7.08,28.43,3.98,8.25,67.23,47.14,5.28,0.97,13.23,1197828.0,51.04,1.18,51.71,4.26,3.48,1.31,24844901952.0,48.96,10150.0
10.905000000000001,29.2,6.59,29.12,1.98,6.48,69.49,20.0,13.2,10.29,21.84,0.0,100.0,2.8,49.09,6.01,6.93,3.5300000000000002,172938229.7,0.0,14250.0
3.63,31.3,21.58,20.87,5.97,6.87,58.18,28.75,2.68,14.75,21.84,23021883.0,20.15,3.86,52.47,3.49,5.08,3.5300000000000002,122000000000.0,79.85,4240.0
42.53,4.0,1.64,9.8,19.32,8.8,54.01,53.96,31.7,30.03,28.9,1409098.0,91.88,2.8,50.33,5.16,3.03,10.65,70734620622.5,8.12,59850.0
19.39,15.9,1.79,15.2,10.04,6.0,49.29,10.07,16.2,0.33,21.84,78378.0,71.1,2.8,50.09,4.26,4.03,3.5300000000000002,70734620622.5,28.9,14380.0
34.02,4.9,5.69,11.96,15.27,6.87,52.85,39.29,19.4,2.07,21.25,666466.0,86.62,2.8,50.56,5.18,4.05,1.45,219000000000.0,13.39,44030.0
3.36,16.8,15.53,21.31,4.95,4.63,55.45,42.25,3.53,12.49,23.57,2748202.0,58.76,3.17,50.71,4.6,4.65,0.3,37355211731.0,41.24,5610.0
0.05,15.9,6.59,45.86,2.44,7.82,54.035,36.78,0.25,13.97,25.01,19571248.0,16.52,2.8,49.28,3.53,4.99,3.5300000000000002,34056613145.0,83.48,1450.0
0.04,15.9,21.91,37.85,3.01,12.99,87.68,75.04,0.05,40.48,21.84,1792520.0,51.16,0.7,49.49,4.26,6.5,3.5300000000000002,70734620622.5,48.84,5420.0
23.94,7.0,8.13,9.6,14.25,9.8,43.84,50.16,21.1,16.61,31.83,784127.0,58.21,1.16,50.12,4.26,3.4,2.04,36190754879.0,41.79,19290.0
10.905000000000001,15.9,6.59,13.2,7.92,4.0,43.85,1.17,41.6,0.17,21.84,4134.0,91.71,2.8,50.335,4.26,4.03,3.5300000000000002,70734620622.5,8.29,14380.0
42.27,2.4,1.78,10.2,17.4,7.6,53.45,2.7,8.31,2.2,33.42,929678.0,82.62,2.8,49.59,4.26,3.43,3.5300000000000002,391000000000.0,17.38,14380.0
10.24,10.8,1.99,19.3,2.63,2.21,36.47,4.72,12.8,0.25,22.3,670025.0,85.44,2.8,50.335,5.06,6.31,3.5300000000000002,160000000000.0,14.56,34690.0
