Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
50.4,,62.09,80.14,5.97,,0.84,14.13,26.11,972.4,45921.0,46369.0,,0.93,0.81,119.14,-194099832.7,14.19,4.6,10.42,38.19,45.35,66.84,1833103211.0,3.02,8.29,0.35,0.42,102.16,1.14,345.2,0.03,2406780519.0,1.85,2870.0,6543657989.0,7.51,149820000.0,16.9,0.07,535475.0,87.0,90.0,93.21,630.0,32.13,6.05,,57.17,71.2,45.53,962878.0,30360.0,55.93,50.37,53.06,92.6,,,935000000.0,1824000000.0,114.63,1.56,79.83,73.9,6.53,78.55,-1.12,4.41,-4.54,-1490.0,179199996.9,0.13,34.1,61.69,4.21,1.21,,50.66,2281454.0,20.2,46.0,0.42,82.84,23.33,33.6,5.23,37.66,17.8,48.5,1608881.0,70.52,90.07,,,66.62,0.32,30360.0,4850000.0,21.02,798207194.3,98.42,18.13,672573.0,29.48,30.24,35.51
29.8,,79.71,19.97,36.92,,0.07,5.19,31.29,1051.9,145167.0,148252.0,,9.28,6.0,111.76,-101746128.3,8.84,2.1,14.01,,,56.1,1848648347.0,4.09,5.57,0.25,0.11,100.2,78.77,75871.8,,3513049520.0,4.99,1460.0,7592740653.0,2.11,459710000.0,,,961787.0,66.0,58.0,,308.0,18.22,,,72.04,80.74,47.96,2338007.0,96320.0,62.07,59.41,60.75,103.2,,,881000000.0,1338000000.0,63.16,1.0,31.83,75.5,18.4,116.75,,,,-11862.0,606330017.1,2.08,41.01,55.65,3.34,2.06,30.21,50.22,5193416.0,1.0,38.4,0.43,58.75,10.96,93.2,200.0,,,,2463081.0,47.43,68.01,,,6.74,0.0,111370.0,35780000.0,5.67,700828780.1,,3.79,2730335.0,52.57,89.49,66.17
70.2,,50.78,8.72,1.42,9046.24,817.14,0.98,17.83,669.4,,,,1.4,0.79,98.85,5675300000.0,6.02,8.7,5.26,,68.79,,,2.46,14.72,4.65,22.1,105.3,0.12,2170.0,,47786789104.0,153.49,17930.0,121000000000.0,,281860000.0,39.62,,,73.0,73.0,52.35,59.0,82.92,2.87,,33.52,59.08,35.91,2222452.0,1759540.0,74.4,69.63,71.91,118.22,6.34,16.06,33417000000.0,17432000000.0,106.41,,206.7,10.7,0.73,51.01,,,,-696.0,343600006.1,0.19,28.86,66.32,4.82,1.21,17.37,49.38,6735277.0,0.2,8.4,0.39,,15.96,3.1,0.7,,,,1280107.0,19.01,,,,164.66,,1759540.0,64360000.0,,82262074686.0,,19.6,5455170.0,80.99,8.81,15.2
100.0,,50.16,32.31,0.17,,,10.81,9.6,,,,,,,,,6.9,6.1,,,,,,1.53,,47.52,29.5,,41.88,67.0,,7710380086.0,,,,,,,,,,,,,40.2,,5.12,,,,,160.0,86.4,82.5,84.4,,,,,,,,126.09,,,,,,,231.0,,,14.55,66.59,18.86,0.73,,50.43,39039.0,,,,88.94,28.0,53.6,,,,,33390.0,85.53,102.11,118.73,46.02,62296.68,,160.0,,,,,,5649.0,14.47,,
100.0,12.1,55.7,46.92,3.4,1469.0,1.65,36.4,8.3,3937.2,610.0,17.0,666775.0,0.67,0.54,99.34,766787756.5,17.0,5.8,2.94,27.63,80.07,,,1.36,139.68,28.71,10.4,96.14,35.18,22026.67,9.86,66798933786.0,6.28,44640.0,125000000000.0,4.25,,21.51,11.51,3107242456.0,90.0,88.0,75.57,26.0,24.88,4.68,2.58,56.96,67.45,49.64,1468048.0,62610.0,78.8,69.5,74.04,91.37,45.56,32.47,40706000000.0,44488000000.0,127.54,1.97,133.73,3.5,,,0.03,2.8,-2.75,-11853.0,,0.58,15.18,64.23,20.59,0.21,,53.07,2800839.0,0.2,2.5,0.51,100.34,27.66,33.2,15.46,23.28,27.4,2.1,889294.0,31.75,101.15,108.51,70.66,53863.5,,65290.0,,,5579844284.0,,7.11,1911545.0,68.25,8.31,11.59
100.0,20.36,44.21,51.59,0.19,36357.0,4.78,24.27,10.5,5593.3,361.0,320.0,,1.49,1.33,86.94,6819218978.0,7.0,5.9,1.98,29.53,213.22,,,1.38,227.0,38.04,41.6,112.69,34.45,887.0,0.16,85584105994.0,7.17,94500.0,60487667382.0,3.72,,20.29,6.08,806654895.0,99.0,99.0,179.92,6.1,10.72,2.53,0.63,58.15,65.67,46.78,333257.0,2574.46,84.8,80.5,82.6,120.06,46.66,22.42,16800000000.0,26170000000.0,50.21,0.47,137.08,2.7,,,2.29,3.03,-0.82,6949.0,,0.61,15.91,69.34,14.75,1.52,,49.67,640064.0,0.2,2.5,0.97,76.81,35.0,20.5,1.0,29.54,0.4,0.0,53305.0,8.33,98.48,106.48,20.73,49199.77,,2590.0,,,2920761393.0,,5.25,586759.0,91.67,6.8,6.85
100.0,,36.86,,,6773.0,,,10.11,,2201.0,2866.0,,0.22,0.03,102.6,2682667730.0,4.11,7.8,0.85,30.53,90.94,,,1.09,,29.62,14.3,70.86,,,,30969334705.0,23.54,73470.0,50445191299.0,5.11,,31.48,0.0,0.0,,,76.75,57.0,7.69,0.03,0.44,63.54,73.64,50.22,399806.0,33.0,87.95,82.82,85.4,59.32,0.22,6.06,1620000000.0,19219000000.0,67.29,,185.66,,,,-14.53,,-14.53,4004.0,,,14.61,73.06,12.32,1.52,,53.06,686607.0,,8.0,0.61,95.78,,13.6,,21.99,,,0.0,0.0,89.07,88.55,98.97,5138.31,,33.0,,,26664872000.0,99.09,2.25,686607.0,100.0,2.06,4.7
35.1,-3.26,74.51,70.29,23.19,2038.0,3.99,5.16,30.95,2675.1,,,,56.38,20.13,105.75,-721952769.5,7.1,4.6,9.35,10.54,22.77,37.5,5344813135.0,3.85,3.34,0.1,0.12,103.9,21.34,124165.97,1.18,14554754117.0,5.74,1610.0,46640766948.0,3.2,594990000.0,11.24,0.41,3063735.0,57.0,44.0,31.68,233.0,21.73,5.81,,82.68,87.29,48.86,14889869.0,581800.0,66.87,62.23,64.49,94.44,3.77,3.28,2726000000.0,4408000000.0,49.01,0.69,56.3,66.3,7.47,36.94,0.45,4.44,-4.12,-742.0,1068260010.0,1.03,39.4,57.3,3.3,2.42,12.21,49.89,28915653.0,0.4,51.0,0.31,63.17,17.88,83.6,337.0,11.06,,,17578693.0,60.79,145.7,35.15,,14.25,9.85,587295.0,77650000.0,4.94,2334564598.0,,3.42,11336960.0,39.21,88.98,81.2
14.2,,84.69,64.17,22.81,405.02,8.41,42.43,32.86,2319.1,,,,6.56,4.19,134.07,-1917650723.0,6.98,7.3,3.04,16.91,,25.86,3198348254.0,3.92,96.74,0.07,0.06,142.95,23.33,21997.0,0.02,12580922008.0,2.75,1680.0,33369384182.0,,950080000.0,,6.07,4625003.0,93.0,90.0,,132.0,18.45,9.33,,63.36,73.78,48.61,7724172.0,94280.0,66.47,59.49,62.9,175.45,27.44,11.34,1009000000.0,3073000000.0,32.45,0.76,60.03,41.4,9.65,59.23,0.68,7.25,-6.54,-1775.0,1178160034.0,2.12,43.16,54.15,2.7,2.61,5.89,51.38,19889742.0,7.5,17.8,0.37,70.48,22.92,71.1,16.14,12.09,,,16370252.0,82.31,127.24,,,21.37,,118480.0,90140000.0,7.13,,,5.59,3519490.0,17.7,65.85,55.79
100.0,0.36,43.29,26.09,9.57,83981.77,1.16,2.51,15.24,3824.3,48019.0,73212.0,28261849.0,6.47,1.96,97.74,14493419471.0,6.03,19.0,4.49,17.25,70.62,,,1.8,2146.25,10.89,24.1,102.8,58.02,190638.9,12.45,374000000000.0,3.3,29630.0,995000000000.0,4.26,61180000.0,25.99,51.68,109000000000.0,95.0,96.0,63.39,97.0,37.72,2.48,0.72,52.33,78.57,39.02,16996006.0,328550.0,77.36,72.66,74.88,100.39,62.0,44.59,299000000000.0,238000000000.0,143.83,0.99,140.59,7.9,0.0,0.43,0.1,6.48,-6.38,46165.0,14390000.34,22.71,22.96,69.79,7.25,1.12,24.46,48.87,33573874.0,0.3,2.7,0.37,101.08,14.86,7.5,580.0,15.09,,,7488317.0,22.3,101.17,80.27,40.91,8166.98,,330411.0,43640000.0,,117000000000.0,97.09,4.64,26085557.0,77.7,24.65,19.76
100.0,23.02,35.62,19.67,5.31,7647.37,15.67,13.0,14.09,2438.5,,,,1.85,1.7,94.11,-453449368.5,3.02,9.2,2.87,29.46,,86.01,4099728200.0,1.69,110.08,14.82,2.71,94.83,2.73,8.2,0.06,5254366312.0,37.69,17110.0,8924352849.0,4.61,88890000.0,,2.01,10421.0,96.0,97.0,,38.0,9.19,0.54,,40.67,76.17,26.84,251908.0,300.0,81.02,79.08,79.92,99.44,0.32,2.63,285000000.0,2573000000.0,54.39,,135.4,6.0,2.36,215.57,5.68,14.9,-10.13,1189.0,112410003.7,3.33,21.72,73.74,4.54,1.36,,42.33,521457.0,0.1,,0.53,,4.6,1.4,0.03,24.77,,,307128.0,58.9,,,24.84,1229.25,60.22,300.0,6200000.0,20.07,805808189.4,,5.02,214329.0,41.1,32.28,14.65
53.4,,99.33,35.35,35.68,,8.64,6.84,41.64,1441.2,,,,26.32,22.87,126.74,-1468520925.0,9.27,2.1,6.43,,27.87,34.76,6402356156.0,5.96,28.62,0.65,1.34,126.5,10.9,132960.0,,19309463508.0,3.05,2290.0,50137201072.0,4.36,1160490000.0,13.83,,,77.0,70.0,39.34,50.0,20.55,3.93,,50.81,80.96,38.15,7607191.0,1220190.0,60.33,57.62,58.94,125.88,,,4858000000.0,6296000000.0,57.76,3.44,111.09,96.7,7.8,65.62,,,,-22236.0,1437380005.0,0.12,47.39,50.17,2.44,3.16,12.39,49.51,21904983.0,0.9,12.8,0.37,,27.27,71.2,60.0,,47.0,82.8,12118494.0,55.32,72.65,,,12.19,,1240190.0,146310000.0,5.28,,,2.29,9786489.0,44.68,92.99,80.21
100.0,,47.06,27.34,0.9,5635.0,78.28,24.38,8.5,,712.0,719.0,3075918.0,0.13,0.03,53.89,214463105.7,8.0,8.0,1.21,40.75,166.18,,,1.13,148.66,42.18,49.2,75.6,1.44,4.6,7.27,18123718947.0,12.51,48070.0,24926597964.0,5.36,,27.2,30.74,763239296.0,99.0,90.0,148.51,12.0,12.57,1.5,0.38,53.18,71.54,40.66,282572.0,320.0,84.3,80.8,82.51,95.55,64.39,28.96,3064000000.0,7133000000.0,56.26,0.5,123.38,5.8,,,2.34,9.59,-7.49,10408.0,,2.97,13.13,68.0,18.87,0.62,,47.99,518536.0,0.2,4.6,0.65,98.47,13.43,8.6,0.05,34.98,,,26912.0,5.19,95.41,103.09,73.02,6180.86,,320.0,,,1149326794.0,83.52,3.4,491624.0,94.81,6.83,14.03
99.8,,59.87,38.89,25.08,2478.0,,2.78,19.28,,25.0,143.0,,,,90.04,76262809.3,7.56,23.0,10.32,,46.8,,,2.73,,2.28,,90.04,52.22,94.0,,257784881.6,1.11,7210.0,303305360.6,,107630000.0,11.74,,,86.0,85.0,71.25,483.0,10.68,,,,,,,180.0,67.2,63.69,65.27,,,,90000000.0,81000000.0,66.33,,38.05,29.6,37.89,2547.44,,,,-1901.0,107120002.7,36.11,33.18,62.55,4.27,-3.19,,48.91,42050.0,,,0.93,109.7,6.06,12.1,,,0.0,7.3,9183.0,21.84,103.81,117.98,,166.47,,180.0,3670000.0,,,51.37,,32867.0,78.16,,
47.7,24.26,82.71,38.53,19.15,4104.0,337.05,0.44,33.19,2054.8,,,,20.58,7.83,140.7,-807861992.7,7.44,2.1,3.54,,39.86,53.03,4813193149.0,4.4,15.8,0.41,1.23,114.44,0.3,3073.67,0.31,9222536364.0,0.74,5890.0,27197391809.0,1.89,399410000.0,34.94,5.08,1380718.0,68.0,63.0,48.45,81.0,32.08,3.57,,26.08,55.98,33.71,1080558.0,1030700.0,66.1,62.67,64.36,107.69,,,3267000000.0,3860000000.0,77.28,2.29,141.11,40.5,4.73,93.01,,,,-1494.0,429239990.2,0.01,42.01,54.73,3.26,2.55,29.73,51.02,4614974.0,0.3,8.7,0.33,,20.26,22.1,0.4,,69.2,56.9,2024451.0,43.87,,,,14.08,8.85,1030700.0,28380000.0,12.42,2038562789.0,,11.07,2590523.0,56.13,76.46,61.09
99.6,0.0,40.71,43.06,3.28,2348.0,21.96,37.56,10.3,8640.6,2294.0,2833.0,436398.0,1.52,0.46,74.1,-1496640055.0,10.5,22.6,2.15,32.34,44.2,121.47,14705729003.0,1.41,186.5,25.7,36.7,83.6,19.43,388.1,0.0,11484348766.0,3.4,23970.0,30353821215.0,4.67,37130000.0,6.19,0.39,2679317.0,92.0,87.0,53.8,12.0,18.24,4.03,2.62,40.43,64.54,39.37,551754.0,1997.0,77.24,70.29,73.68,103.38,9.35,4.06,1962000000.0,5133000000.0,61.78,0.17,151.77,15.5,2.42,231.53,-5.9,6.73,-12.62,-478.0,293200012.2,2.0,16.64,71.07,12.29,0.03,,50.66,1266334.0,,6.8,0.4,94.15,20.0,8.6,2.75,20.84,8.4,4.2,749986.0,59.23,99.89,,43.96,1966.31,86.59,2007.0,22640000.0,20.95,8562656040.0,100.0,7.72,516348.0,40.78,9.75,18.47
100.0,3.45,49.45,49.96,3.79,445488.0,21.99,10.33,14.86,3878.9,,,7852417.0,6.09,2.9,111.91,-4493755873.0,9.41,16.9,2.99,18.72,40.68,46.47,594000000000.0,1.82,109.25,19.28,19.6,114.11,33.73,655643.17,5.57,1310000000000.0,5.74,20590.0,2610000000000.0,4.25,252690000.0,21.84,19.81,74981570074.0,78.0,99.0,42.61,25.0,32.07,5.69,28.18,44.35,76.71,38.34,56993986.0,1943950.0,74.86,66.06,70.21,117.46,79.22,42.63,495000000000.0,522000000000.0,77.48,0.68,99.81,13.3,0.04,4.45,0.26,3.81,-3.51,-52649.0,563659973.1,1.45,24.95,66.91,8.13,0.56,42.11,51.18,126705138.0,0.4,2.5,0.49,102.82,50.0,13.0,409.0,15.96,8.7,7.7,24053703.0,18.98,103.36,98.32,45.65,351.39,22.64,1964375.0,107530000.0,14.55,208000000000.0,90.94,4.02,102651435.0,81.02,29.43,25.29
83.6,,57.68,7.14,22.28,,,2.86,20.78,1719.0,981.0,1238.0,,,,122.83,,6.21,15.6,6.46,,20.1,,,2.71,0.47,5.38,6.27,119.16,92.07,644.5,,390000000.0,2.8,4320.0,489227074.7,,130640000.0,,,,72.0,64.0,67.51,80.0,5.02,3.19,,,,,,700.0,74.61,67.12,70.71,103.38,,,115000000.0,254000000.0,94.62,,19.45,25.0,30.01,1155.83,,,,-635.0,130759994.5,,30.7,63.42,5.88,0.91,,49.71,113131.0,,,0.89,84.94,7.14,2.1,,,,,87034.0,76.93,90.93,,,176.79,,700.0,3300000.0,,497434120.4,27.55,,26097.0,23.07,,
100.0,6.71,50.18,69.0,10.59,4934.0,52.22,51.9,12.43,4947.6,,,,3.34,1.53,135.27,-1699100000.0,16.36,5.6,4.92,20.81,30.65,64.72,9034530962.0,1.81,50.55,25.21,33.1,123.11,11.72,3865.0,0.08,13691869264.0,13.93,15990.0,41500056977.0,5.82,282500000.0,14.43,2.24,21773455.0,87.0,83.0,57.82,75.0,20.63,5.11,,70.59,74.7,51.98,1509428.0,32970.0,73.55,64.44,68.85,75.83,36.07,24.36,3144000000.0,7177000000.0,75.38,0.37,127.39,14.3,4.27,229.69,2.97,4.92,-1.96,-14278.0,596219970.7,6.85,19.81,66.59,13.61,-1.5,,52.53,2595809.0,0.9,2.5,0.34,,39.6,21.4,1.62,19.45,0.8,3.3,1479663.0,57.0,106.78,96.59,61.3,6661.51,60.23,33850.0,136860000.0,13.69,3901933745.0,100.0,0.79,1116146.0,43.0,59.8,58.65
100.0,,95.22,,,,,,,,,,,,,,,,6.2,,,,,,,,54.92,118.0,,0.0,0.0,,8626081321.0,21.87,,,1.42,,,,,99.0,88.0,,0.0,12.54,,,,,,,2.08,,,,,,,,,,,102.02,2.9,,,,,,206.0,,,12.81,51.22,35.97,-0.64,,50.98,36686.0,,,,,33.33,,,,,,0.0,0.0,,,,16600.34,,90.08,,,,73.08,,36686.0,100.0,,
100.0,-8.08,58.35,72.32,13.16,1435.0,1.33,0.86,21.41,1420.0,8693.0,11556.0,,0.2,0.09,138.19,-2108439815.0,6.13,6.9,6.96,25.56,58.55,263.05,34340470831.0,2.84,31.26,11.39,12.0,126.98,9.1,141716.7,33.08,15286441738.0,1.64,12770.0,42745618823.0,3.34,169230000.0,20.29,22.02,25335204.0,95.0,95.0,60.55,414.0,37.08,7.35,6.15,51.14,66.57,44.62,1327149.0,1557507.0,75.7,66.54,70.98,124.81,1.08,4.3,9241000000.0,6846000000.0,105.24,0.63,140.01,14.0,2.16,84.24,-6.33,-0.43,-5.9,0.0,282029998.8,0.0,32.43,63.15,4.42,1.61,48.24,50.37,3347782.0,0.1,8.0,0.31,90.74,17.11,3.0,34.8,23.13,10.7,29.3,1045010.0,31.22,94.99,99.8,64.46,2016.26,32.34,1564116.0,69160000.0,28.39,4380126029.0,,7.75,2302772.0,68.79,35.86,41.73
99.8,,52.53,19.0,6.46,20.0,,0.66,11.4,3193.4,,,38352.0,3.29,1.6,96.94,-541201377.2,14.8,9.1,3.53,,42.83,154.37,9235152250.0,1.75,311.96,31.18,31.4,101.3,61.49,8270.0,18.52,5861427505.0,13.04,25020.0,15490196260.0,,64540000.0,17.43,9.44,13067233.0,83.0,18.0,62.2,14.0,14.84,2.41,2.39,47.81,61.79,45.59,276234.0,13450.0,77.0,70.8,73.82,104.19,29.18,14.86,515000000.0,2956000000.0,59.22,1.56,178.4,2.9,2.23,215.08,,,,-101.0,133179992.7,0.41,18.18,65.56,16.26,-0.34,,51.28,619211.0,0.1,2.5,0.39,99.21,24.69,39.6,,,,,199225.0,32.17,104.4,93.16,57.96,928.6,10.88,13810.0,39780000.0,44.9,1981678245.0,,16.54,419986.0,67.83,13.04,21.05
100.0,21.48,52.15,67.87,12.0,50340.0,36.46,16.83,17.55,2329.0,,,8457129.0,35.52,8.91,118.58,-3348692438.0,6.17,9.1,3.14,25.67,33.18,46.74,65373182866.0,2.33,55.29,6.15,6.8,116.58,12.89,57529.57,0.69,142000000000.0,8.02,8460.0,319000000000.0,5.64,546820000.0,28.22,4.3,1132107354.0,99.0,99.0,42.45,94.0,25.8,1.4,1.93,20.73,69.84,22.87,12285624.0,446300.0,76.4,71.89,74.04,112.1,61.95,41.23,35843000000.0,58034000000.0,66.2,3.94,137.46,17.9,0.69,26.06,-1.03,4.96,-5.99,-46242.0,966190002.4,3.99,26.85,65.72,7.42,1.05,22.07,49.66,37076584.0,0.1,6.3,0.44,100.3,22.78,10.9,29.0,24.25,19.5,25.9,13323470.0,35.94,111.84,82.18,42.82,600.97,25.47,446550.0,274290000.0,13.73,35648269520.0,100.0,10.54,23753114.0,64.07,54.66,44.02
31.5,-6.98,86.12,52.66,26.89,7583.0,1.47,7.18,36.6,1035.9,,,440582.0,25.62,10.98,151.17,-3435801060.0,8.79,3.3,11.95,23.3,40.35,428.19,62733021519.0,4.64,12.26,0.21,0.19,153.68,46.41,364976.05,41.14,16168055475.0,2.38,1410.0,45234468975.0,6.5,2110690000.0,12.53,1.6,8017648.0,61.0,84.0,71.73,361.0,21.94,6.41,,77.78,78.42,51.6,14105884.0,786380.0,62.43,56.2,59.33,132.86,12.33,10.89,5704000000.0,8758000000.0,89.45,1.89,42.67,68.1,14.42,71.17,2.7,4.74,-2.31,-9515.0,2282830078.0,0.38,43.68,53.73,2.59,2.84,8.95,50.94,32077072.0,11.9,30.5,0.35,,42.4,76.9,100.3,25.11,,,20007111.0,62.37,116.94,33.63,,31.83,49.2,799380.0,147010000.0,107.31,3780829522.0,,3.98,12069961.0,37.63,92.03,73.05
72.5,,46.01,19.89,22.79,20653.34,3.31,16.84,17.1,3743.6,,,694016.0,34.29,17.07,98.9,,9.77,7.1,4.17,,,21.1,13758854822.0,2.15,38.66,1.67,0.98,80.46,43.29,282541.8,21.22,66345291160.0,-12.02,5060.0,272000000000.0,,912640000.0,,5.07,305581286.0,37.0,44.0,,362.0,37.31,,28.44,41.06,69.74,37.74,22303449.0,652670.0,69.0,62.55,65.67,35.48,,,15154000000.0,14327000000.0,44.44,3.39,126.27,41.5,2.31,28.0,,,,-35382.0,1506560059.0,2.31,24.88,68.49,6.63,0.7,12.81,50.22,53798084.0,0.9,3.8,0.24,,15.29,62.9,1002.8,,,,36879663.0,68.55,,,,12.57,,676590.0,105700000.0,7.13,,,4.34,16918421.0,31.45,63.91,61.89
55.2,-1.83,67.32,47.14,9.56,32.36,4.58,0.97,27.44,494.0,,,166545.0,5.08,3.52,116.61,-1407426890.0,10.71,6.7,3.45,37.6,31.96,,,3.3,3.73,3.18,3.27,96.06,7.98,65678.9,1.45,12402486184.0,3.6,10380.0,26257533218.0,10.39,151050000.0,3.88,0.07,639994.0,94.0,91.0,51.59,452.0,24.45,3.62,12.45,55.05,61.63,49.78,938865.0,823290.0,62.99,55.72,59.27,84.32,1.46,7.35,4417000000.0,6377000000.0,87.03,3.25,115.22,38.9,1.53,72.17,-0.24,9.27,-9.55,-4301.0,182589996.3,0.01,36.21,59.77,4.03,1.64,,51.74,2530151.0,11.4,17.1,0.45,,44.23,30.0,6.16,30.21,12.4,28.8,1189044.0,47.0,134.11,,,273.5,,824290.0,47940000.0,,2763919782.0,95.08,20.88,1341107.0,53.01,39.16,25.49
100.0,,69.85,20.0,,255.0,,,27.56,,,,,,,102.59,,6.63,23.4,6.94,,30.64,,,3.52,,,,99.57,0.0,0.0,,175390280.7,7.75,17050.0,213295843.2,6.22,30640000.0,,,,98.0,98.0,80.0,193.0,,,,,,,,20.0,67.3,60.26,63.62,89.15,,,31000000.0,80000000.0,63.29,,79.92,27.3,12.8,2698.43,,,,-66.0,33759998.32,20.0,38.84,58.87,2.29,1.58,,49.16,12511.0,,,1.24,,10.53,1.6,0.01,,,,0.0,0.0,,,,399.65,,20.0,3310000.0,,,,,12511.0,100.0,,
89.9,24.42,54.9,28.75,22.02,28642.0,4.79,14.75,20.4,3063.2,,,,63.45,22.01,112.82,-5362970002.0,7.78,8.7,5.63,19.44,5.12,23.76,8820814239.0,2.03,97.84,4.31,2.46,119.69,41.59,59620.3,0.0,36924841394.0,4.84,4490.0,135000000000.0,3.96,670540000.0,30.91,1.25,6433383.0,91.0,90.0,37.93,226.0,11.79,4.15,,28.45,53.25,38.02,8481802.0,143350.0,70.36,66.57,68.45,142.15,5.17,10.52,1684000000.0,15893000000.0,47.6,1.23,127.23,28.5,4.31,53.22,2.97,6.96,-4.0,296541.0,1598489990.0,1.48,29.39,64.56,6.05,2.31,4.9,52.15,30034989.0,0.1,5.4,0.28,100.76,32.73,73.7,198.2,19.88,61.4,88.6,23725239.0,78.99,118.34,83.52,14.38,264.76,3.48,147180.0,87690000.0,9.85,9638842484.0,97.22,12.32,6309750.0,21.01,92.14,68.71
100.0,15.49,54.93,53.82,1.52,206208.07,72.24,29.79,10.2,7872.3,366.0,1748.0,15781756.0,0.55,0.21,103.94,106000000000.0,9.8,4.5,2.95,29.96,84.11,,,1.62,274.35,42.95,28.3,103.93,11.0,3704.37,9.01,1030000000000.0,6.19,68780.0,1210000000000.0,5.51,,33.42,22.0,101000000000.0,95.0,93.0,72.85,4.4,18.16,2.68,0.65,60.63,69.34,47.24,9620091.0,33670.0,83.0,79.7,81.31,103.83,57.46,52.49,840000000000.0,757000000000.0,155.14,1.38,125.06,4.0,,,0.95,4.31,-3.36,57439.0,,1.1,15.5,64.55,19.95,0.52,12.37,50.31,17533044.0,0.2,2.5,0.87,,39.33,12.2,11.0,26.45,0.0,0.0,1302355.0,7.43,104.38,135.96,89.39,164133.51,,41540.0,,,64469433091.0,,4.21,16230689.0,92.57,11.32,14.79
100.0,,49.64,10.07,,,,0.33,14.5,8082.8,,,,0.54,0.43,105.13,,7.3,23.4,12.35,,,,,2.05,248.91,19.28,16.1,98.28,45.84,8379.2,,10071349664.0,-2.1,,,,,,,,,,,10.0,,,,52.73,60.99,47.04,119056.0,18280.0,83.08,75.36,79.13,95.12,,,1835000000.0,2780000000.0,45.82,,90.34,,,,,,,-1182.0,,0.2,22.48,66.83,10.69,-0.25,,50.22,270390.0,,4.8,,,,8.3,,,,,75912.0,28.08,,,,6353.79,,18580.0,,,,,12.54,194478.0,71.93,10.61,20.3
